Player,Position,Games Played,Solo Tackles,Asst Tackles,Total Tackles,Tackles Per Game,Total Sacks,Sacks Per Game,Forced Fumbles,Fumbles Recovered,Passes Defended,Int,Int Ret Yds,Yds Per Int,Int Ret TDs
DaQuan Jones,DT,16,22,16,38,2.38,2.0,0.12,0.0,1.0,0.0,0.0,0.0,0.0,0
DaQuan Jones,LDE,60,81,55,136,2.27,5.0,0.08,0.0,2.0,1.0,0.0,0.0,0.0,0
DaQuan Jones,NT,32,50,41,91,2.84,3.0,0.09,1.0,0.0,3.0,0.0,0.0,0.0,0
DaQuan Jones,RDT,17,19,19,38,2.24,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0
DaRon Bland,CB,17,38,16,54,3.18,0.0,0.0,0.0,0.0,7.0,5.0,19.0,3.8,0
DaVon Hamilton,DT,17,27,29,56,3.29,2.5,0.15,1.0,1.0,1.0,0.0,0.0,0.0,0
DaVon Hamilton,RDE,16,26,20,46,2.88,1.0,0.06,0.0,1.0,2.0,0.0,0.0,0.0,0
Daimion Stafford,DB,31,45,12,57,1.84,2.0,0.06,0.0,1.0,8.0,1.0,33.0,33.0,0
Daimion Stafford,S,15,42,10,52,3.47,1.0,0.07,0.0,1.0,2.0,1.0,4.0,4.0,0
Dallin Leavitt,DB,16,17,18,35,2.19,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0
Dalvin Tomlinson,DL,13,20,22,42,3.23,2.5,0.19,1.0,1.0,0.0,0.0,0.0,0.0,0
Dalvin Tomlinson,NT,32,48,50,98,3.06,7.0,0.22,1.0,0.0,4.0,0.0,0.0,0.0,0
Dalvin Tomlinson,RDE/NT,16,28,31,59,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dalvin Tomlinson,RDT,32,47,42,89,2.78,3.5,0.11,0.0,1.0,3.0,0.0,0.0,0.0,0
Damar Hamlin,S,15,63,28,91,6.07,1.5,0.1,1.0,0.0,2.0,0.0,0.0,0.0,0
Damarious Randall,LCB,25,88,9,97,3.88,0.0,0.0,0.0,0.0,23.0,6.0,138.0,23.0,1
Damarious Randall,RCB/LCB,14,38,9,47,3.36,0.0,0.0,0.0,1.0,9.0,4.0,35.0,8.75,1
Damarious Randall,SS,26,117,29,146,5.62,2.5,0.1,0.0,1.0,15.0,4.0,59.0,14.75,0
Damarri Mathis,CB,16,54,11,65,4.06,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0
Damian Swann,DB,7,20,2,22,3.14,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0
Damien Wilson,LB,17,23,15,38,2.24,2.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0
Damien Wilson,LILB,17,59,47,106,6.24,3.0,0.18,1.0,0.0,5.0,1.0,1.0,1.0,0
Damien Wilson,LLB,48,76,30,106,2.21,2.5,0.05,1.0,0.0,2.0,0.0,0.0,0.0,0
Damien Wilson,MLB,29,98,56,154,5.31,1.5,0.05,2.0,0.0,2.0,0.0,0.0,0.0,0
Damon Arnette,CB,9,21,4,25,2.78,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
Damon Harrison,LDT,47,135,76,211,4.49,6.0,0.13,1.0,0.0,7.0,1.0,9.0,9.0,0
Damon Harrison,NT,48,105,88,193,4.02,1.5,0.03,1.0,0.0,2.0,0.0,0.0,0.0,0
Damon Harrison,NT/RDT,17,52,29,81,4.76,3.5,0.21,2.0,1.0,1.0,0.0,0.0,0.0,0
Damone Clark,LB,10,29,18,47,4.7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
Damontae Kazee,DB,4,17,3,20,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Damontae Kazee,FS,33,81,45,126,3.82,0.0,0.0,3.0,0.0,7.0,5.0,61.0,12.2,0
Damontae Kazee,SS,16,60,22,82,5.12,0.0,0.0,1.0,0.0,10.0,7.0,54.0,7.71,0
Damontre Moore,DE,30,45,14,59,1.97,9.5,0.32,1.0,1.0,3.0,0.0,0.0,0.0,0
Dan Skuta,RLB,13,32,8,40,3.08,1.5,0.12,1.0,0.0,1.0,0.0,0.0,0.0,0
Dan Skuta,ROLB,30,46,15,61,2.03,5.0,0.17,3.0,1.0,3.0,0.0,0.0,0.0,0
Dan Williams,LDT,16,33,15,48,3.0,1.0,0.06,0.0,1.0,1.0,0.0,0.0,0.0,0
Dan Williams,NT,16,21,11,32,2.0,1.0,0.06,0.0,0.0,1.0,0.0,0.0,0.0,0
Dane Belton,S,15,24,7,31,2.07,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0
Dane Cruikshank,DB,14,30,13,43,3.07,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Dane Fletcher,DE,31,42,23,65,2.1,2.5,0.08,1.0,0.0,1.0,0.0,0.0,0.0,0
Dane Jackson,CB,15,49,8,57,3.8,0.0,0.0,1.0,0.0,12.0,2.0,13.0,6.5,0
Dane Jackson,LCB,17,33,8,41,2.41,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
Danieal Manning,SS,22,53,17,70,3.18,1.0,0.05,0.0,1.0,4.0,0.0,0.0,0.0,0
Daniel Sorensen,DB,48,119,24,143,2.98,2.0,0.04,2.0,3.0,12.0,5.0,54.0,10.8,1
Daniel Sorensen,FS,32,107,33,140,4.38,2.5,0.08,0.0,0.0,14.0,3.0,78.0,26.0,1
Daniel Sorensen,SS/FS,15,68,23,91,6.07,0.0,0.0,2.0,0.0,5.0,3.0,67.0,22.33,1
Daniel Thomas,S,26,33,12,45,1.73,0.0,0.0,0.0,0.0,2.0,1.0,53.0,53.0,0
Danielle Hunter,DE,30,63,26,89,2.97,18.5,0.62,2.0,1.0,1.0,0.0,0.0,0.0,0
Danielle Hunter,LDE,55,153,72,225,4.09,42.0,0.76,4.0,3.0,2.0,0.0,0.0,0.0,0
Danielle Hunter,OLB,17,46,19,65,3.82,10.5,0.62,1.0,0.0,3.0,0.0,0.0,0.0,0
Dannell Ellerbe,LB,6,34,5,39,6.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0
Dannell Ellerbe,LLB,9,34,10,44,4.89,4.0,0.44,0.0,0.0,2.0,0.0,0.0,0.0,0
Dannell Ellerbe,MLB,15,70,31,101,6.73,1.0,0.07,0.0,2.0,5.0,2.0,25.0,12.5,0
Danny Gorrer,DB,10,21,3,24,2.4,0.0,0.0,0.0,0.0,3.0,1.0,15.0,15.0,0
Danny Johnson,CB,11,20,9,29,2.64,1.0,0.09,0.0,0.0,9.0,1.0,0.0,0.0,0
Danny Lansanah,LLB,32,97,40,137,4.28,2.5,0.08,1.0,0.0,12.0,3.0,60.0,20.0,2
Danny McCray,DB,15,17,7,24,1.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Danny Shelton,LDT,28,45,53,98,3.5,4.0,0.14,1.0,0.0,1.0,0.0,0.0,0.0,0
Danny Shelton,NT,32,51,44,95,2.97,1.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0
Danny Shelton,RDT,14,20,13,33,2.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Danny Trevathan,LILB,25,126,46,172,6.88,3.0,0.12,2.0,1.0,7.0,2.0,12.0,6.0,0
Danny Trevathan,RILB,52,249,128,377,7.25,4.0,0.08,2.0,1.0,20.0,3.0,47.0,15.67,1
Danny Trevathan,RLB,16,88,41,129,8.06,2.0,0.12,3.0,1.0,10.0,3.0,29.0,9.67,0
Dante Fowler,DE,49,63,17,80,1.63,18.0,0.37,4.0,2.0,7.0,0.0,0.0,0.0,0
Dante Fowler,DE/ROLB,15,23,7,30,2.0,4.0,0.27,2.0,2.0,1.0,0.0,0.0,0.0,0
Dante Fowler,LOLB,16,40,18,58,3.62,11.5,0.72,2.0,1.0,6.0,0.0,0.0,0.0,0
Dante Fowler,ROLB,14,21,15,36,2.57,4.5,0.32,3.0,0.0,1.0,0.0,0.0,0.0,0
Darian Stewart,FS,63,192,55,247,3.92,0.0,0.0,3.0,3.0,24.0,8.0,69.0,8.62,0
Darian Stewart,SS,27,76,20,96,3.56,1.0,0.04,1.0,2.0,8.0,2.0,3.0,1.5,0
Darian Thompson,DB,15,23,22,45,3.0,1.5,0.1,0.0,1.0,3.0,0.0,0.0,0.0,0
Darian Thompson,FS,16,61,14,75,4.69,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0
Darian Thompson,SS,15,30,13,43,2.87,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,0
Darious Williams,CB,17,35,18,53,3.12,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0
Darious Williams,DB,16,37,7,44,2.75,0.0,0.0,0.0,0.0,14.0,4.0,21.0,5.25,0
Darious Williams,LCB,14,60,11,71,5.07,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0
Darius Butler,DB,43,102,23,125,2.91,0.0,0.0,7.0,2.0,15.0,1.0,0.0,0.0,0
Darius Butler,FS,12,27,6,33,2.75,0.0,0.0,1.0,0.0,7.0,3.0,19.0,6.33,0
Darius Butler,LCB,16,45,10,55,3.44,0.0,0.0,0.0,1.0,15.0,4.0,79.0,19.75,1
Darius Harris,LB,17,23,20,43,2.53,1.5,0.09,0.0,1.0,1.0,0.0,0.0,0.0,0
Darius Phillips,DB,15,19,3,22,1.47,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0
Darius Phillips,LCB,12,30,8,38,3.17,0.0,0.0,2.0,0.0,12.0,1.0,21.0,21.0,0
Darius Philon,DT,27,35,23,58,2.15,6.5,0.24,1.0,2.0,3.0,0.0,0.0,0.0,0
Darius Philon,LDT,16,19,14,33,2.06,4.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0
Darius Slay,CB,17,40,15,55,3.24,0.0,0.0,0.0,0.0,14.0,3.0,17.0,5.67,0
Darius Slay,DB,13,27,7,34,2.62,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
Darius Slay,LCB,90,269,44,313,3.48,1.0,0.01,1.0,2.0,99.0,19.0,265.0,13.95,1
Darius Slay,RCB,31,93,18,111,3.58,0.0,0.0,0.0,2.0,15.0,4.0,97.0,24.25,1
Darnay Holmes,CB,26,49,18,67,2.58,0.0,0.0,1.0,0.0,10.0,1.0,15.0,15.0,0
Darnay Holmes,DB,12,23,7,30,2.5,0.5,0.04,0.0,1.0,5.0,1.0,0.0,0.0,0
Darnell Dockett,RDE,16,36,10,46,2.88,4.5,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0
Darnell Savage Jr.,FS,46,146,47,193,4.2,1.0,0.02,2.0,1.0,26.0,8.0,50.0,6.25,0
Darnell Savage Jr.,S,16,43,15,58,3.62,0.0,0.0,0.0,1.0,5.0,1.0,75.0,75.0,1
Daron Payne,DT,17,32,32,64,3.76,11.5,0.68,0.0,1.0,5.0,0.0,0.0,0.0,0
Daron Payne,LDT,16,27,27,54,3.38,3.0,0.19,3.0,1.0,4.0,1.0,0.0,0.0,0
Daron Payne,NT,31,67,45,112,3.61,7.0,0.23,1.0,1.0,5.0,0.0,0.0,0.0,0
Daron Payne,RDT,17,35,26,61,3.59,4.5,0.26,0.0,1.0,0.0,0.0,0.0,0.0,0
Darqueze Dennard,CB,8,28,8,36,4.5,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0
Darqueze Dennard,DB,53,172,65,237,4.47,2.0,0.04,2.0,1.0,18.0,2.0,109.0,54.5,1
Darrell Stuckey,DB,32,34,14,48,1.5,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0
Darrell Taylor,LB,16,22,4,26,1.62,9.5,0.59,4.0,1.0,1.0,0.0,0.0,0.0,0
Darrell Taylor,LDE,16,28,9,37,2.31,6.5,0.41,1.0,0.0,1.0,0.0,0.0,0.0,0
Darrelle Revis,LCB,32,84,13,97,3.03,1.0,0.03,3.0,2.0,25.0,4.0,3.0,0.75,0
Darrelle Revis,RCB,29,73,19,92,3.17,0.0,0.0,0.0,4.0,14.0,6.0,99.0,16.5,0
Darren Hall,CB,17,29,16,45,2.65,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0
Darren Hall,DB,14,21,6,27,1.93,1.0,0.07,0.0,0.0,3.0,0.0,0.0,0.0,0
Darrick Forrest,S,17,56,32,88,5.18,0.0,0.0,2.0,1.0,9.0,4.0,1.0,0.25,0
Darrin Walls,DB,16,18,3,21,1.31,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0
Darrin Walls,RCB,14,40,0,40,2.86,0.0,0.0,0.0,0.0,12.0,2.0,25.0,12.5,0
Darron Lee,LB,16,22,9,31,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Darron Lee,LILB,40,155,86,241,6.02,4.0,0.1,2.0,0.0,11.0,3.0,82.0,27.33,1
Darryl Morris,DB,23,54,12,66,2.87,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0
Darryl Roberts,DB,38,90,10,100,2.63,0.0,0.0,0.0,0.0,20.0,2.0,6.0,3.0,0
Darryl Roberts,LCB/FS,16,41,7,48,3.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,3.0,0
Darryl Roberts,RCB,13,58,5,63,4.85,0.0,0.0,0.0,0.0,6.0,1.0,13.0,13.0,0
Darryl Sharpton,LILB,15,56,31,87,5.8,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0
Darryl Tapp,DE,16,19,7,26,1.62,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,0
Daryl Smith,LLB,16,28,7,35,2.19,0.0,0.0,0.0,1.0,1.0,1.0,-5.0,-5.0,0
Daryl Smith,RILB,48,196,175,371,7.73,9.0,0.19,7.0,1.0,29.0,5.0,40.0,8.0,1
Daryl Washington,LILB,12,59,16,75,6.25,3.0,0.25,0.0,1.0,11.0,2.0,49.0,24.5,0
Daryl Worley,DB,10,17,5,22,2.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0
Daryl Worley,LCB,25,81,10,91,3.64,0.0,0.0,0.0,1.0,15.0,2.0,16.0,8.0,0
Daryl Worley,RCB,31,113,39,152,4.9,2.0,0.06,0.0,0.0,19.0,3.0,22.0,7.33,0
Dashon Goldson,FS,42,188,75,263,6.26,0.0,0.0,2.0,4.0,12.0,2.0,35.0,17.5,1
Datone Jones,DE,15,17,5,22,1.47,1.0,0.07,0.0,0.0,2.0,0.0,0.0,0.0,0
David Amerson,DB,6,17,4,21,3.5,0.0,0.0,0.0,0.0,2.0,1.0,25.0,25.0,0
David Amerson,LCB,15,56,8,64,4.27,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0
David Amerson,RCB,15,52,9,61,4.07,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0
David Amerson,RCB/LCB/DB,16,55,5,60,3.75,0.0,0.0,1.0,0.0,26.0,4.0,28.0,7.0,1
David Amerson,SS,16,40,8,48,3.0,0.0,0.0,1.0,0.0,10.0,2.0,45.0,22.5,1
David Bass,DE,27,31,18,49,1.81,4.5,0.17,0.0,0.0,1.0,1.0,24.0,24.0,1
David Bass,LOLB,16,23,13,36,2.25,1.5,0.09,0.0,2.0,4.0,1.0,8.0,8.0,0
David Bruton,DB,47,94,31,125,2.66,2.0,0.04,4.0,1.0,12.0,2.0,11.0,5.5,0
David Harris,RILB,63,271,179,450,7.14,12.5,0.2,5.0,0.0,10.0,0.0,0.0,0.0,0
David Hawthorne,LILB,28,112,62,174,6.21,6.0,0.21,1.0,0.0,3.0,1.0,10.0,10.0,0
David Hawthorne,LLB,11,20,13,33,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
David Long,DB,28,53,8,61,2.18,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0
David Long,LB,12,52,34,86,7.17,0.0,0.0,0.0,0.0,5.0,2.0,4.0,2.0,0
David Long,LILB,10,46,29,75,7.5,0.0,0.0,0.0,0.0,6.0,2.0,6.0,3.0,0
David Long,RILB,14,30,24,54,3.86,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0
David Mayo,LB,42,54,22,76,1.81,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
David Mayo,RILB,16,52,30,82,5.12,2.0,0.12,0.0,1.0,2.0,0.0,0.0,0.0,0
David Onyemata,DT,49,66,50,116,2.37,11.5,0.23,1.0,1.0,3.0,0.0,0.0,0.0,0
David Onyemata,LDT,30,42,34,76,2.53,9.5,0.32,0.0,0.0,3.0,1.0,3.0,3.0,0
David Parry,NT,16,34,13,47,2.94,3.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0
Davion Taylor,RLB,9,24,17,41,4.56,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
Davon Godchaux,DT,17,25,37,62,3.65,1.5,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0
Davon Godchaux,LDT,16,31,17,48,3.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0
Davon Godchaux,NT,33,65,75,140,4.24,3.0,0.09,1.0,0.0,1.0,0.0,0.0,0.0,0
Davon Godchaux,RDT,15,26,14,40,2.67,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Davon House,DB,29,63,8,71,2.45,1.0,0.03,1.0,0.0,20.0,2.0,11.0,5.5,0
Davon House,LCB,28,86,18,104,3.71,1.0,0.04,1.0,1.0,29.0,5.0,21.0,4.2,0
Davontae Harris,RCB,16,30,5,35,2.19,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0
Dawan Landry,FS,32,130,78,208,6.5,2.5,0.08,0.0,0.0,8.0,1.0,38.0,38.0,0
Dawuane Smoot,LDE,16,21,4,25,1.56,5.5,0.34,2.0,0.0,0.0,0.0,0.0,0.0,0
Dawuane Smoot,RDE,16,22,14,36,2.25,6.0,0.38,1.0,0.0,3.0,0.0,0.0,0.0,0
Dayo Odeyingbo,DE,17,18,13,31,1.82,5.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0
De'Vante Bausby,DB,11,21,0,21,1.91,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
De'Vondre Campbell,LB,13,56,40,96,7.38,0.0,0.0,0.0,0.0,3.0,2.0,77.0,38.5,1
De'Vondre Campbell,LILB,16,69,30,99,6.19,2.0,0.12,1.0,0.0,3.0,0.0,0.0,0.0,0
De'Vondre Campbell,LLB,16,75,54,129,8.06,2.0,0.12,3.0,1.0,5.0,2.0,-5.0,-2.5,0
De'Vondre Campbell,MLB,16,63,31,94,5.88,1.5,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0
De'Vondre Campbell,RILB,16,102,44,146,9.12,2.0,0.12,2.0,1.0,5.0,2.0,15.0,7.5,0
De'Vondre Campbell,RLB,16,61,31,92,5.75,2.0,0.12,1.0,0.0,4.0,0.0,0.0,0.0,0
De'Vondre Campbell,ROLB,11,35,13,48,4.36,0.0,0.0,1.0,0.0,7.0,1.0,7.0,7.0,0
DeAndre Houston-Carson,DB,30,59,37,96,3.2,0.0,0.0,1.0,2.0,5.0,2.0,18.0,9.0,0
DeAndre Levy,LB,5,16,5,21,4.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
DeAndre Levy,RLB,32,202,67,269,8.41,2.5,0.08,0.0,0.0,19.0,7.0,89.0,12.71,1
DeAngelo Hall,LCB,16,57,21,78,4.88,0.0,0.0,3.0,1.0,13.0,4.0,49.0,12.25,2
DeAngelo Hall,SS,11,39,9,48,4.36,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0
DeAngelo Malone,OLB,15,18,11,29,1.93,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0
DeAundre Alford,CB,16,18,7,25,1.56,0.5,0.03,0.0,0.0,7.0,1.0,0.0,0.0,0
DeForest Buckner,DT,17,44,30,74,4.35,8.0,0.47,2.0,1.0,3.0,0.0,0.0,0.0,0
DeForest Buckner,LDE,15,43,30,73,4.87,6.0,0.4,0.0,2.0,1.0,0.0,0.0,0.0,0
DeForest Buckner,LDT,32,77,49,126,3.94,16.5,0.52,2.0,1.0,6.0,0.0,0.0,0.0,0
DeForest Buckner,RDT,48,123,67,190,3.96,22.5,0.47,3.0,5.0,10.0,0.0,0.0,0.0,0
DeMarcus Lawrence,DE,33,77,46,123,3.73,12.5,0.38,7.0,3.0,5.0,0.0,0.0,0.0,0
DeMarcus Lawrence,LDE,71,158,85,243,3.42,41.0,0.58,11.0,5.0,9.0,2.0,53.0,26.5,1
DeMarcus Walker,DE,13,21,10,31,2.38,2.0,0.15,1.0,0.0,1.0,0.0,0.0,0.0,0
DeMarcus Walker,DL,17,23,9,32,1.88,7.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0
DeMarcus Ware,RDE,29,62,19,81,2.79,16.0,0.55,2.0,1.0,3.0,2.0,3.0,1.5,0
DeMarcus Ware,ROLB,11,17,8,25,2.27,7.5,0.68,1.0,1.0,0.0,0.0,0.0,0.0,0
DeMeco Ryans,LILB,38,170,51,221,5.82,4.0,0.11,1.0,2.0,16.0,4.0,46.0,11.5,0
DeShawn Shead,RCB,31,100,36,136,4.39,1.0,0.03,3.0,0.0,22.0,2.0,42.0,21.0,0
DeShawn Williams,DL,17,21,16,37,2.18,4.5,0.26,0.0,0.0,3.0,0.0,0.0,0.0,0
DeShawn Williams,NT,29,37,39,76,2.62,3.0,0.1,0.0,0.0,5.0,1.0,1.0,1.0,0
DeShon Elliott,FS,22,70,33,103,4.68,3.5,0.16,2.0,0.0,6.0,1.0,0.0,0.0,0
DeShon Elliott,S,14,73,23,96,6.86,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0
Dean Lowry,DL,15,23,20,43,2.87,0.5,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0
Dean Lowry,LDE,65,96,69,165,2.54,10.0,0.15,1.0,4.0,12.0,1.0,7.0,7.0,0
Dean Marlowe,DB,31,53,36,89,2.87,1.5,0.05,0.0,2.0,5.0,2.0,39.0,19.5,0
Deandre Baker,LCB,16,48,13,61,3.81,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0
Deatrich Wise Jr.,DE,30,36,16,52,1.73,7.0,0.23,1.0,0.0,1.0,0.0,0.0,0.0,0
Deatrich Wise Jr.,DL,17,33,26,59,3.47,7.5,0.44,2.0,0.0,3.0,0.0,0.0,0.0,0
Deatrich Wise Jr.,LDE,32,55,35,90,2.81,5.5,0.17,1.0,1.0,4.0,0.0,0.0,0.0,0
Dee Delaney,DB,17,25,4,29,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dee Ford,LOLB,45,88,28,116,2.58,27.0,0.6,8.0,0.0,4.0,0.0,0.0,0.0,0
Dee Milliner,RCB,13,45,11,56,4.31,0.0,0.0,0.0,0.0,17.0,3.0,31.0,10.33,0
Deion Jones,LILB,16,87,50,137,8.56,2.0,0.12,1.0,0.0,6.0,0.0,0.0,0.0,0
Deion Jones,LLB,16,73,33,106,6.62,4.5,0.28,1.0,1.0,6.0,2.0,84.0,42.0,1
Deion Jones,LLB/MLB,6,34,19,53,8.83,1.0,0.17,1.0,0.0,6.0,2.0,61.0,30.5,1
Deion Jones,MLB,27,116,66,182,6.74,3.5,0.13,1.0,0.0,13.0,4.0,47.0,11.75,0
Deion Jones,MLB/RLB,16,68,42,110,6.88,0.0,0.0,0.0,1.0,5.0,1.0,27.0,27.0,1
Deion Jones,RILB,15,75,33,108,7.2,0.0,0.0,1.0,0.0,11.0,3.0,165.0,55.0,2
Deionte Thompson,FS,13,18,9,27,2.08,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0
Dekoda Watson,LB,15,33,9,42,2.8,2.0,0.13,1.0,1.0,1.0,1.0,0.0,0.0,0
Delano Howell,DB,6,15,4,19,3.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Delvin Breaux,LCB,22,55,11,66,3.0,0.0,0.0,0.0,1.0,20.0,3.0,22.0,7.33,0
Demario Davis,LB,17,54,55,109,6.41,6.5,0.38,0.0,1.0,6.0,1.0,4.0,4.0,0
Demario Davis,LILB,64,258,153,411,6.42,8.5,0.13,1.0,3.0,10.0,1.0,0.0,0.0,0
Demario Davis,LLB,32,161,60,221,6.91,9.0,0.28,2.0,1.0,16.0,1.0,1.0,1.0,0
Demario Davis,MLB,32,143,81,224,7.0,7.0,0.22,0.0,0.0,12.0,0.0,0.0,0.0,0
Demario Davis,RILB,16,97,38,135,8.44,5.0,0.31,0.0,1.0,3.0,0.0,0.0,0.0,0
Demetrius McCray,DB,14,21,4,25,1.79,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
Demetrius McCray,LCB,16,42,7,49,3.06,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0
Demontre Hurst,DB,15,30,10,40,2.67,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
Denico Autry,DE,16,23,13,36,2.25,5.0,0.31,0.0,0.0,7.0,0.0,0.0,0.0,0
Denico Autry,DL,12,17,10,27,2.25,8.0,0.67,2.0,0.0,4.0,0.0,0.0,0.0,0
Denico Autry,LDE,47,66,16,82,1.74,14.5,0.31,0.0,2.0,11.0,0.0,0.0,0.0,0
Denico Autry,RDE,14,20,13,33,2.36,7.5,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0
Denico Autry,RDT,26,48,21,69,2.65,12.5,0.48,3.0,1.0,5.0,0.0,0.0,0.0,0
Dennis Gardeck,OLB,14,22,9,31,2.21,1.0,0.07,1.0,0.0,1.0,1.0,24.0,24.0,0
Denzel Perryman,DB,13,25,23,48,3.69,1.0,0.08,1.0,0.0,1.0,0.0,0.0,0.0,0
Denzel Perryman,LB,12,54,29,83,6.92,1.0,0.08,0.0,0.0,2.0,2.0,48.0,24.0,0
Denzel Perryman,MLB,38,182,91,273,7.18,0.0,0.0,2.0,2.0,6.0,2.0,16.0,8.0,0
Denzel Perryman,RILB,26,120,25,145,5.58,4.0,0.15,1.0,0.0,2.0,1.0,1.0,1.0,0
Denzel Perryman,RLB,7,25,12,37,5.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Denzel Ward,CB,14,42,11,53,3.79,0.0,0.0,0.0,2.0,15.0,3.0,0.0,0.0,0
Denzel Ward,LCB,52,151,35,186,3.58,0.5,0.01,2.0,3.0,50.0,10.0,190.0,19.0,2
Deommodore Lenoir,DB,17,54,25,79,4.65,1.0,0.06,0.0,0.0,5.0,1.0,8.0,8.0,0
Deon Bush,DB,14,31,9,40,2.86,0.0,0.0,0.0,0.0,5.0,2.0,42.0,21.0,0
Deon Bush,SS,11,17,5,22,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Deone Bucannon,DB,13,30,8,38,2.92,1.0,0.08,1.0,1.0,0.0,0.0,0.0,0.0,0
Deone Bucannon,LILB,25,124,49,173,6.92,1.0,0.04,2.0,1.0,7.0,1.0,39.0,39.0,0
Deone Bucannon,RILB,16,93,19,112,7.0,3.0,0.19,3.0,2.0,3.0,1.0,39.0,39.0,1
Deone Bucannon,SS,16,66,17,83,5.19,2.0,0.12,1.0,1.0,2.0,0.0,0.0,0.0,0
Derek Barnett,DE,15,18,3,21,1.4,5.0,0.33,1.0,3.0,0.0,0.0,0.0,0.0,0
Derek Barnett,LDE,27,46,18,64,2.37,12.0,0.44,2.0,0.0,0.0,0.0,0.0,0.0,0
Derek Barnett,RDE,16,20,26,46,2.88,2.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0
Derek Cox,LCB,16,34,4,38,2.38,0.0,0.0,0.0,0.0,7.0,1.0,2.0,2.0,0
