Player,Position,Games Played,Solo Tackles,Asst Tackles,Total Tackles,Tackles Per Game,Total Sacks,Sacks Per Game,Forced Fumbles,Fumbles Recovered,Passes Defended,Int,Int Ret Yds,Yds Per Int,Int Ret TDs
Quinton Jefferson,RDT,17,17,30,47,2.76,4.5,0.26,2.0,0.0,1.0,0.0,0.0,0.0,0
Ra'Shede Hageman,NT,16,17,10,27,1.69,1.0,0.06,0.0,0.0,1.0,0.0,0.0,0.0,0
Raekwon Davis,NT,16,19,21,40,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Raekwon McMillan,LB,32,43,19,62,1.94,1.0,0.03,1.0,1.0,1.0,0.0,0.0,0.0,0
Raekwon McMillan,LILB,13,35,37,72,5.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Raekwon McMillan,MLB,16,69,36,105,6.56,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0
Rafael Bush,DB,58,110,52,162,2.79,3.5,0.06,0.0,1.0,9.0,2.0,39.0,19.5,1
Rafael Bush,FS,10,44,12,56,5.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
Rahim Moore,FS,26,82,12,94,3.62,0.0,0.0,1.0,1.0,11.0,6.0,54.0,9.0,0
Rakeem Nunez-Roches,DL,17,19,14,33,1.94,2.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0
Ramik Wilson,LB,16,26,9,35,2.19,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0
Ramik Wilson,RILB,11,61,15,76,6.91,0.0,0.0,1.0,2.0,3.0,1.0,6.0,6.0,0
Ramon Humber,LB,46,62,31,93,2.02,1.5,0.03,0.0,0.0,2.0,0.0,0.0,0.0,0
Ramon Humber,LILB,15,38,12,50,3.33,1.0,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0
Ramon Humber,RLB,13,60,29,89,6.85,1.0,0.08,1.0,0.0,1.0,0.0,0.0,0.0,0
Randy Gregory,DE,24,34,12,46,1.92,9.5,0.4,5.0,1.0,1.0,0.0,0.0,0.0,0
Randy Starks,LDT,31,54,23,77,2.48,8.5,0.27,1.0,2.0,2.0,0.0,0.0,0.0,0
Rashaan Evans,LB,17,86,73,159,9.35,2.0,0.12,1.0,2.0,4.0,0.0,0.0,0.0,0
Rashaan Evans,LILB,32,128,79,207,6.47,3.0,0.09,0.0,2.0,5.0,0.0,0.0,0.0,0
Rashaan Evans,RILB,27,68,42,110,4.07,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0.5,0
Rashaan Melvin,DB,13,59,9,68,5.23,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0
Rashaan Melvin,LCB,39,134,18,152,3.9,0.0,0.0,2.0,1.0,29.0,4.0,43.0,10.75,0
Rashad Fenton,CB/DB,7,21,7,28,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
Rashad Fenton,DB,16,27,8,35,2.19,0.0,0.0,0.0,0.0,7.0,1.0,31.0,31.0,0
Rashad Fenton,LCB,14,39,10,49,3.5,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0
Rashad Johnson,FS,43,152,36,188,4.37,1.0,0.02,1.0,1.0,14.0,7.0,181.0,25.86,2
Rashad Johnson,SS,14,50,11,61,4.36,0.0,0.0,0.0,1.0,7.0,5.0,14.0,2.8,0
Rashad Weaver,OLB,16,18,9,27,1.69,5.5,0.34,2.0,1.0,6.0,0.0,0.0,0.0,0
Rashan Gary,DE,15,19,16,35,2.33,5.0,0.33,0.0,1.0,1.0,0.0,0.0,0.0,0
Rashan Gary,LB,9,21,11,32,3.56,6.0,0.67,1.0,1.0,1.0,0.0,0.0,0.0,0
Rashan Gary,ROLB,16,27,20,47,2.94,9.5,0.59,2.0,1.0,0.0,0.0,0.0,0.0,0
Rashard Robinson,DB/LCB,14,22,7,29,2.07,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0
Rashard Robinson,RCB,14,25,3,28,2.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0
Rashean Mathis,RCB,38,114,15,129,3.39,0.0,0.0,3.0,0.0,28.0,2.0,41.0,20.5,1
Rasheem Green,DL,16,27,15,42,2.62,3.5,0.22,0.0,0.0,2.0,0.0,0.0,0.0,0
Rasheem Green,LOLB,17,27,21,48,2.82,6.5,0.38,0.0,0.0,4.0,0.0,0.0,0.0,0
Rasheem Green,RDE,16,15,12,27,1.69,4.0,0.25,3.0,1.0,2.0,0.0,0.0,0.0,0
Rasul Douglas,CB,17,69,16,85,5.0,1.0,0.06,1.0,0.0,13.0,4.0,26.0,6.5,0
Rasul Douglas,LCB,16,48,10,58,3.62,0.0,0.0,0.0,0.0,4.0,3.0,14.0,4.67,0
Rasul Douglas,RCB,56,149,30,179,3.2,0.0,0.0,1.0,0.0,43.0,7.0,112.0,16.0,2
Raven Greene,DB,10,28,16,44,4.4,1.5,0.15,1.0,0.0,5.0,1.0,17.0,17.0,0
Ray McDonald,LDE,28,54,22,76,2.71,6.5,0.23,1.0,0.0,1.0,0.0,0.0,0.0,0
Ray-Ray Armstrong,DB,45,53,17,70,1.56,1.0,0.02,1.0,1.0,1.0,0.0,0.0,0.0,0
Ray-Ray Armstrong,DB/RLB,15,44,20,64,4.27,1.0,0.07,2.0,0.0,2.0,2.0,29.0,14.5,0
Rayshawn Jenkins,S,17,73,43,116,6.82,1.0,0.06,3.0,0.0,12.0,3.0,64.0,21.33,1
Rayshawn Jenkins,SS,45,148,63,211,4.69,1.0,0.02,0.0,0.0,11.0,5.0,33.0,6.6,0
Red Bryant,LDE,15,16,14,30,2.0,1.5,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0
Reed Blankenship,S,10,20,14,34,3.4,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,0
Reed Doughty,SS,15,47,33,80,5.33,0.0,0.0,0.0,0.0,2.0,1.0,25.0,25.0,0
Reggie Gilbert,DE,16,27,11,38,2.38,2.5,0.16,0.0,1.0,2.0,0.0,0.0,0.0,0
Reggie Nelson,FS,90,298,122,420,4.67,2.5,0.03,3.0,5.0,53.0,22.0,222.0,10.09,0
Reggie Ragland,LILB,12,31,13,44,3.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Reggie Ragland,LOLB,17,38,29,67,3.94,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
Reggie Ragland,MLB,16,30,22,52,3.25,1.0,0.06,1.0,0.0,1.0,0.0,0.0,0.0,0
Reggie Ragland,RILB,16,46,40,86,5.38,0.5,0.03,0.0,0.0,1.0,1.0,67.0,67.0,0
Reggie Ragland,RLB,14,23,7,30,2.14,2.0,0.14,0.0,1.0,0.0,0.0,0.0,0.0,0
Reggie Walker,LB,16,30,6,36,2.25,3.0,0.19,1.0,0.0,1.0,0.0,0.0,0.0,0
Reshad Jones,DB,4,17,10,27,6.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Reshad Jones,FS,50,291,82,373,7.46,5.0,0.1,1.0,1.0,25.0,10.0,208.0,20.8,3
Reshad Jones,SS,30,151,43,194,6.47,1.5,0.05,0.0,3.0,14.0,5.0,124.0,24.8,1
Reuben Foster,MLB,10,59,13,72,7.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Reuben Foster,RLB,6,25,4,29,4.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Rey Maualuga,MLB,54,145,91,236,4.37,1.0,0.02,0.0,1.0,11.0,4.0,42.0,10.5,0
Ricardo Allen,SS,74,231,92,323,4.36,1.0,0.01,0.0,1.0,23.0,10.0,78.0,7.8,0
Richard Marshall,DB,8,18,6,24,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Richard Marshall,LCB,16,57,14,71,4.44,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0
Richard Sherman,LCB,107,273,91,364,3.4,1.0,0.01,1.0,5.0,74.0,24.0,376.0,15.67,2
Richie Grant,DB,16,28,7,35,2.19,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0
Richie Grant,S,17,70,53,123,7.24,0.0,0.0,1.0,1.0,7.0,2.0,22.0,11.0,0
Ricky Jean-Francois,LDE,16,17,15,32,2.0,1.5,0.09,0.0,0.0,1.0,0.0,0.0,0.0,0
Ricky Jean-Francois,LDT,16,19,11,30,1.88,2.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0
Ricky Jean-Francois,RDT,16,18,10,28,1.75,3.0,0.19,0.0,1.0,4.0,0.0,0.0,0.0,0
Rob Ninkovich,LDE,48,120,85,205,4.27,22.5,0.47,3.0,4.0,10.0,1.0,11.0,11.0,0
Rob Ninkovich,RLB,12,17,15,32,2.67,4.0,0.33,2.0,0.0,2.0,0.0,0.0,0.0,0
Robenson Therezie,DB,13,27,6,33,2.54,0.0,0.0,0.0,0.0,2.0,1.0,10.0,10.0,0
Robert Alford,DB,29,58,19,77,2.66,0.0,0.0,1.0,1.0,12.0,3.0,23.0,7.67,0
Robert Alford,LCB,72,222,41,263,3.65,0.0,0.0,0.0,1.0,77.0,8.0,131.0,16.38,2
Robert Ayers,DE,27,41,10,51,1.89,10.5,0.39,2.0,0.0,1.0,0.0,0.0,0.0,0
Robert Ayers,LDE,36,72,29,101,2.81,17.5,0.49,5.0,0.0,5.0,0.0,0.0,0.0,0
Robert Blanton,DB,42,93,37,130,3.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0
Robert Blanton,SS,15,72,34,106,7.07,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0
Robert Golden,DB,16,30,10,40,2.5,0.0,0.0,0.0,0.0,4.0,1.0,27.0,27.0,0
Robert Golden,SS,13,20,14,34,2.62,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
Robert Lester,DB,12,16,5,21,1.75,0.0,0.0,0.0,1.0,4.0,3.0,5.0,1.67,0
Robert Mathis,ROLB,16,44,15,59,3.69,19.5,1.22,10.0,0.0,1.0,0.0,0.0,0.0,0
Robert McClain,CB,14,41,9,50,3.57,0.0,0.0,0.0,0.0,5.0,3.0,53.0,17.67,1
Robert McClain,DB,14,22,17,39,2.79,0.5,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0
Robert McClain,LCB,16,50,10,60,3.75,1.0,0.06,0.0,0.0,5.0,2.0,5.0,2.5,0
Robert McClain,RCB,16,55,10,65,4.06,1.0,0.06,2.0,2.0,5.0,0.0,0.0,0.0,0
Robert Nelson,DB,11,17,3,20,1.82,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0
Robert Nkemdiche,RDT,10,22,10,32,3.2,4.5,0.45,1.0,0.0,1.0,0.0,0.0,0.0,0
Robert Quinn,LOLB,15,21,11,32,2.13,8.5,0.57,2.0,0.0,1.0,0.0,0.0,0.0,0
Robert Quinn,LOLB/ROLB,16,38,11,49,3.06,18.5,1.16,4.0,0.0,0.0,0.0,0.0,0.0,0
Robert Quinn,RDE,62,140,35,175,2.82,47.5,0.77,16.0,2.0,10.0,0.0,0.0,0.0,0
Robert Spillane,LB,30,81,54,135,4.5,1.0,0.03,0.0,0.0,4.0,0.0,0.0,0.0,0
Robert Spillane,LILB,12,39,6,45,3.75,2.0,0.17,0.0,1.0,4.0,1.0,33.0,33.0,1
Rock Ya-Sin,CB,11,37,8,45,4.09,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0
Rock Ya-Sin,LCB,26,63,13,76,2.92,0.0,0.0,2.0,1.0,15.0,1.0,0.0,0.0,0
Rock Ya-Sin,LCB/RCB,15,54,8,62,4.13,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0
Roderic Teamer,FS,7,30,10,40,5.71,1.0,0.14,0.0,0.0,2.0,1.0,3.0,3.0,0
Roderic Teamer,S,17,25,15,40,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rodney Gunter,NT,16,16,3,19,1.19,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0
Rodney Gunter,RDE,13,20,11,31,2.38,3.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0
Rodney Gunter,RDT,16,32,12,44,2.75,4.5,0.28,2.0,0.0,1.0,0.0,0.0,0.0,0
Rodney McLeod,FS,48,194,50,244,5.08,1.0,0.02,6.0,3.0,19.0,6.0,11.0,1.83,0
Rodney McLeod,S,17,59,37,96,5.65,0.0,0.0,0.0,1.0,8.0,2.0,27.0,13.5,1
Rodney McLeod,SS,72,222,104,326,4.53,1.0,0.01,5.0,5.0,29.0,10.0,143.0,14.3,0
Rodney Thomas II,DB,17,34,18,52,3.06,0.0,0.0,0.0,0.0,6.0,4.0,51.0,12.75,0
Roger McCreary,CB,17,70,14,84,4.94,0.0,0.0,0.0,0.0,8.0,1.0,4.0,4.0,0
Rolando McClain,MLB,24,115,46,161,6.71,3.0,0.12,1.0,0.0,6.0,3.0,12.0,4.0,1
Roman Harper,DB,16,25,4,29,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Roman Harper,SS,41,112,62,174,4.24,1.0,0.02,1.0,3.0,16.0,5.0,43.0,8.6,1
Romeo Okwara,LDE,15,28,11,39,2.6,7.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0
Romeo Okwara,RDE,16,32,12,44,2.75,10.0,0.62,3.0,1.0,1.0,0.0,0.0,0.0,0
Ron Brooks,DB,14,31,4,35,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Ron Parker,DB,16,17,0,17,1.06,1.0,0.06,1.0,3.0,3.0,2.0,29.0,14.5,0
Ron Parker,FS,31,116,22,138,4.45,1.0,0.03,2.0,0.0,17.0,3.0,34.0,11.33,1
Ron Parker,SS,47,209,30,239,5.09,6.0,0.13,2.0,2.0,28.0,6.0,15.0,2.5,0
Ronald Blair,DE,16,24,12,36,2.25,5.5,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0
Ronald Darby,LCB,29,121,16,137,4.72,0.0,0.0,0.0,0.0,33.0,2.0,48.0,24.0,0
Ronald Darby,RCB,39,145,22,167,4.28,0.0,0.0,0.0,0.0,38.0,6.0,87.0,14.5,0
Ronald Darby,RCB/LCB,16,43,12,55,3.44,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0
Ronnie Harrison,DB,14,24,8,32,2.29,1.0,0.07,0.0,0.0,3.0,1.0,14.0,14.0,0
Ronnie Harrison,S,16,16,8,24,1.5,0.5,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0
Ronnie Harrison,SS,37,108,59,167,4.51,4.0,0.11,0.0,2.0,19.0,4.0,113.0,28.25,1
Rontez Miles,DB,29,55,26,81,2.79,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
Ropati Pitoitua,RDE,16,34,10,44,2.75,4.0,0.25,0.0,0.0,4.0,0.0,0.0,0.0,0
Roquan Smith,LB,17,103,66,169,9.94,4.5,0.26,0.0,0.0,6.0,3.0,41.0,13.67,0
Roquan Smith,LILB,16,98,41,139,8.69,4.0,0.25,1.0,1.0,7.0,2.0,16.0,8.0,0
Roquan Smith,RILB,45,250,135,385,8.56,10.0,0.22,0.0,0.0,10.0,3.0,75.0,25.0,1
Ross Cockrell,DB,32,63,24,87,2.72,0.0,0.0,2.0,1.0,18.0,2.0,62.0,31.0,0
Ross Cockrell,LCB,30,85,27,112,3.73,0.0,0.0,0.0,0.0,19.0,5.0,71.0,14.2,0
Ross Cockrell,RCB,16,47,15,62,3.88,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0
Roy Lopez,DL,17,20,16,36,2.12,1.0,0.06,0.0,0.0,1.0,0.0,0.0,0.0,0
Roy Lopez,RDT,16,20,11,31,1.94,1.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0
Roy Miller,LDT,14,21,10,31,2.21,1.0,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0
Roy Miller,NT,14,19,5,24,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Roy Miller,RDT,16,22,18,40,2.5,4.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0
Roy Robertson-Harris,DE,15,22,8,30,2.0,2.5,0.17,0.0,0.0,3.0,0.0,0.0,0.0,0
Roy Robertson-Harris,DL,17,28,17,45,2.65,3.0,0.18,0.0,0.0,4.0,0.0,0.0,0.0,0
Roy Robertson-Harris,LDE,14,21,16,37,2.64,3.0,0.21,0.0,0.0,2.0,0.0,0.0,0.0,0
Rudy Ford,DB,15,39,14,53,3.53,0.5,0.03,0.0,0.0,3.0,1.0,8.0,8.0,0
Rudy Ford,S,17,31,13,44,2.59,0.0,0.0,1.0,1.0,3.0,3.0,87.0,29.0,0
Russ Yeast,S,15,16,4,20,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Russell Allen,ROLB,14,46,18,64,4.57,1.0,0.07,0.0,2.0,0.0,0.0,0.0,0.0,0
Ryan Anderson,LB,16,30,14,44,2.75,4.0,0.25,5.0,2.0,1.0,0.0,0.0,0.0,0
Ryan Clark,FS,32,129,76,205,6.41,0.5,0.02,0.0,3.0,7.0,3.0,58.0,19.33,0
Ryan Davis,LB,16,17,9,26,1.62,3.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,0
Ryan Kerrigan,LOLB,32,98,32,130,4.06,22.0,0.69,9.0,1.0,4.0,0.0,0.0,0.0,0
Ryan Kerrigan,ROLB,76,139,50,189,2.49,52.0,0.68,11.0,1.0,8.0,1.0,24.0,24.0,1
Ryan Lewis,DB,13,20,8,28,2.15,0.0,0.0,0.0,0.0,5.0,1.0,3.0,3.0,0
Ryan Mundy,FS,16,50,27,77,4.81,1.0,0.06,0.0,1.0,2.0,1.0,91.0,91.0,0
Ryan Mundy,SS,16,75,28,103,6.44,1.0,0.06,0.0,1.0,6.0,4.0,52.0,13.0,1
Ryan Neal,DB,13,33,11,44,3.38,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.5,0
Ryan Neal,SS,30,77,38,115,3.83,2.0,0.07,1.0,0.0,11.0,1.0,13.0,13.0,0
Ryan Shazier,LILB,46,202,97,299,6.5,7.0,0.15,7.0,3.0,25.0,7.0,2.0,0.29,0
Ryan Smith,LCB,31,83,18,101,3.26,0.0,0.0,3.0,2.0,11.0,1.0,0.0,0.0,0
Sam Acho,DE,16,23,8,31,1.94,1.0,0.06,1.0,0.0,3.0,1.0,3.0,3.0,0
Sam Acho,LOLB,47,77,34,111,2.36,4.0,0.09,3.0,1.0,3.0,0.0,0.0,0.0,0
Sam Barrington,RILB,14,40,13,53,3.79,1.0,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0
Sam Beal,DB,6,20,6,26,4.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Sam Franklin,LB,30,34,13,47,1.57,1.0,0.03,0.0,0.0,2.0,0.0,0.0,0.0,0
Sam Hubbard,DE,31,61,38,99,3.19,12.5,0.4,2.0,1.0,5.0,0.0,0.0,0.0,0
Sam Hubbard,LDE,16,33,29,62,3.88,7.5,0.47,1.0,2.0,3.0,0.0,0.0,0.0,0
Sam Hubbard,LDE/RDE,13,33,29,62,4.77,2.0,0.15,1.0,0.0,3.0,0.0,0.0,0.0,0
Sam Hubbard,RDE,15,46,30,76,5.07,8.5,0.57,1.0,0.0,3.0,0.0,0.0,0.0,0
Sam Shields,DB,16,18,4,22,1.38,0.0,0.0,0.0,0.0,4.0,1.0,22.0,22.0,0
Sam Shields,RCB,40,121,19,140,3.5,0.0,0.0,0.0,1.0,38.0,9.0,80.0,8.89,0
Sam Webb,CB,17,26,10,36,2.12,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0
Sammie Lee Hill,LDT,13,17,8,25,1.92,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0
Sammie Lee Hill,NT,15,26,7,33,2.2,3.0,0.2,0.0,0.0,6.0,0.0,0.0,0.0,0
Samson Ebukam,DE,15,21,15,36,2.4,5.0,0.33,1.0,1.0,1.0,0.0,0.0,0.0,0
Samson Ebukam,LB,16,26,5,31,1.94,2.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0
Samson Ebukam,LDE/RDE,17,21,17,38,2.24,4.5,0.26,1.0,0.0,1.0,0.0,0.0,0.0,0
Samson Ebukam,LOLB,32,43,28,71,2.22,7.5,0.23,4.0,2.0,2.0,1.0,25.0,25.0,1
Samson Ebukam,ROLB,16,26,22,48,3.0,4.5,0.28,1.0,2.0,4.0,0.0,0.0,0.0,0
Samuel Eguavoen,LOLB,16,22,20,42,2.62,3.5,0.22,0.0,1.0,1.0,0.0,0.0,0.0,0
Sauce Gardner,CB,17,51,24,75,4.41,0.0,0.0,0.0,0.0,20.0,2.0,19.0,9.5,0
Sealver Siliga,RDT,7,17,15,32,4.57,2.5,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0
Sean Chandler,DB,16,16,2,18,1.12,1.0,0.06,0.0,1.0,1.0,0.0,0.0,0.0,0
Sean Chandler,SS,15,27,21,48,3.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Sean Davis,FS,15,59,21,80,5.33,0.0,0.0,0.0,0.0,7.0,1.0,27.0,27.0,0
Sean Davis,SS,32,126,36,162,5.06,2.5,0.08,1.0,1.0,13.0,4.0,76.0,19.0,0
Sean Lee,LLB,16,55,31,86,5.38,1.0,0.06,0.0,0.0,4.0,1.0,25.0,25.0,0
Sean Lee,MLB,11,68,31,99,9.0,0.0,0.0,0.0,1.0,6.0,4.0,174.0,43.5,1
Sean Lee,RLB,40,239,135,374,9.35,2.5,0.06,0.0,1.0,7.0,2.0,9.0,4.5,0
Sean Lissemore,DE,15,18,6,24,1.6,2.0,0.13,0.0,0.0,1.0,1.0,0.0,0.0,1
Sean Lissemore,NT,15,16,13,29,1.93,1.0,0.07,0.0,1.0,0.0,0.0,0.0,0.0,0
Sean Murphy-Bunting,CB,12,19,12,31,2.58,0.0,0.0,1.0,0.0,7.0,2.0,33.0,16.5,0
Sean Murphy-Bunting,RCB,41,120,37,157,3.83,1.0,0.02,3.0,1.0,14.0,4.0,88.0,22.0,1
Sean Richardson,DB,16,23,2,25,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sean Smith,LCB,14,32,2,34,2.43,0.0,0.0,0.0,0.0,4.0,2.0,8.0,4.0,0
Sean Smith,RCB,60,163,19,182,3.03,0.0,0.0,0.0,0.0,52.0,7.0,162.0,23.14,1
Sean Spence,LB,15,29,8,37,2.47,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0
Sean Spence,LILB,31,71,36,107,3.45,4.0,0.13,2.0,1.0,3.0,0.0,0.0,0.0,0
Sean Weatherspoon,LB,4,21,6,27,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sean Weatherspoon,LLB,7,26,12,38,5.43,0.0,0.0,0.0,0.0,2.0,1.0,71.0,71.0,1
Sebastian Joseph-Day,DT,16,27,29,56,3.5,2.0,0.12,1.0,1.0,1.0,1.0,4.0,4.0,0
Sebastian Joseph-Day,NT,32,60,39,99,3.09,3.0,0.09,1.0,0.0,4.0,0.0,0.0,0.0,0
Sebastian Joseph-Day,RDT,7,23,15,38,5.43,3.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0
Sen'Derrick Marks,DT,16,18,4,22,1.38,3.5,0.22,0.0,1.0,1.0,0.0,0.0,0.0,0
Sen'Derrick Marks,RDE,16,28,6,34,2.12,4.0,0.25,2.0,3.0,8.0,0.0,0.0,0.0,0
Sen'Derrick Marks,RDT,16,34,10,44,2.75,8.5,0.53,0.0,1.0,3.0,0.0,0.0,0.0,0
Sergio Brown,DB,15,31,7,38,2.53,1.5,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0
Sergio Brown,FS,15,24,9,33,2.2,1.0,0.07,0.0,1.0,6.0,0.0,0.0,0.0,0
Seyi Ajirotutu,WR,14,15,0,15,1.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Shamar Stephen,LDT,32,37,36,73,2.28,0.5,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0
Shamarko Thomas,DB,14,22,7,29,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Shane Ray,LILB,16,33,15,48,3.0,8.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,0
Shaq Lawson,DE,30,40,23,63,2.1,10.0,0.33,2.0,0.0,3.0,0.0,0.0,0.0,0
Shaq Lawson,LDE,25,35,28,63,2.52,8.0,0.32,3.0,0.0,7.0,0.0,0.0,0.0,0
Shaq Lawson,LOLB,14,17,15,32,2.29,4.0,0.29,1.0,1.0,1.0,0.0,0.0,0.0,0
Shaq Thompson,LB,17,78,57,135,7.94,0.5,0.03,0.0,1.0,4.0,0.0,0.0,0.0,0
Shaq Thompson,LILB,14,75,34,109,7.79,3.0,0.21,0.0,0.0,3.0,0.0,0.0,0.0,0
Shaq Thompson,LLB,86,292,173,465,5.41,8.5,0.1,4.0,3.0,19.0,3.0,51.0,17.0,0
Shaquil Barrett,LB,45,80,34,114,2.53,10.0,0.22,5.0,2.0,7.0,0.0,0.0,0.0,0
Shaquil Barrett,LOLB,16,31,6,37,2.31,4.0,0.25,2.0,1.0,0.0,0.0,0.0,0.0,0
Shaquil Barrett,OLB,8,20,11,31,3.88,3.0,0.38,1.0,0.0,0.0,0.0,0.0,0.0,0
Shaquil Barrett,ROLB,46,125,41,166,3.61,37.5,0.82,11.0,2.0,9.0,2.0,7.0,3.5,0
Shaquill Griffin,CB,5,23,6,29,5.8,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0
Shaquill Griffin,LCB,56,189,50,239,4.27,0.0,0.0,1.0,0.0,40.0,5.0,28.0,5.6,0
Shaquill Griffin,RCB,15,50,9,59,3.93,1.0,0.07,0.0,0.0,15.0,1.0,0.0,0.0,0
Shaquille Leonard,LLB,58,343,195,538,9.28,15.0,0.26,17.0,7.0,30.0,11.0,142.0,12.91,1
Shaquille Quarterman,LB,17,16,14,30,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Shareece Wright,DB,12,25,7,32,2.67,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
Shareece Wright,LCB,23,78,14,92,4.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0
Shareece Wright,RCB,39,145,15,160,4.1,0.0,0.0,1.0,2.0,23.0,2.0,95.0,47.5,0
Sharif Finch,LB,15,20,7,27,1.8,1.5,0.1,2.0,1.0,0.0,0.0,0.0,0.0,0
Sharrif Floyd,LDT,27,48,28,76,2.81,7.0,0.26,0.0,0.0,2.0,0.0,0.0,0.0,0
Sharrod Neasman,DB,28,50,21,71,2.54,1.0,0.04,0.0,0.0,4.0,0.0,0.0,0.0,0
Shaun Bradley,LB,15,15,8,23,1.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Shaun Dion Hamilton,LB,32,56,20,76,2.38,2.5,0.08,2.0,1.0,2.0,1.0,0.0,0.0,0
Shaun Phillips,RDE,16,29,7,36,2.25,10.0,0.62,2.0,0.0,5.0,1.0,3.0,3.0,0
Shawn Williams,DB,16,25,7,32,2.0,0.0,0.0,0.0,0.0,5.0,2.0,14.0,7.0,0
Shawn Williams,SS,58,254,100,354,6.1,3.0,0.05,1.0,2.0,20.0,10.0,164.0,16.4,1
Shea McClellin,DE,14,16,25,41,2.93,1.0,0.07,0.0,2.0,0.0,0.0,0.0,0.0,0
Shea McClellin,LILB,12,53,28,81,6.75,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0
