Player,Position,Games Played,Pass Att,Pass Comp,Pass Comp Percentage,Int,Pass TD,Pass Yds,Pass Yds Per Comp,Pass Yds Per Game,Rush,Rush Yds,Rush Yds Per Attempt,Rush TD,Rush Yds Per Game
RJ Noel,QB,47,1364,727,53.3,43,81,9016,12.4,191.83,372.0,1724.0,4.63,17.0,47.89
Rakeem Cato,QB,28,950,565,59.47,22,79,7819,13.84,279.25,94.0,482.0,5.13,8.0,34.43
Raleigh Webb,WR,12,1,1,100.0,0,0,38,38.0,3.17,0.0,0.0,0.0,0.0,0.0
Randy Wright,QB,11,243,155,63.79,4,11,1712,11.05,155.64,0.0,0.0,0.0,0.0,0.0
Rasean McKay,QB,12,364,211,57.97,5,22,2457,11.64,204.75,0.0,0.0,0.0,0.0,0.0
Re-al Mitchell,QB,10,12,8,66.67,0,2,69,8.62,6.9,73.0,433.0,5.93,4.0,43.3
Reece Udinski,QB,36,1519,986,64.91,26,68,9957,10.1,276.58,0.0,0.0,0.0,0.0,0.0
Reese Hannon,QB,29,777,476,61.26,20,33,5613,11.79,193.55,0.0,0.0,0.0,0.0,0.0
Reese Poffenbarger,QB,11,369,227,61.52,4,24,2999,13.21,272.64,0.0,0.0,0.0,0.0,0.0
Reggie Bonnafon,QB,10,120,61,50.83,4,5,864,14.16,86.4,0.0,0.0,0.0,0.0,0.0
Reginald Bell,QB,10,184,105,57.07,6,9,1297,12.35,129.7,133.0,562.0,4.23,4.0,56.2
Reid Herring,QB,9,288,154,53.47,10,6,1607,10.44,178.56,0.0,0.0,0.0,0.0,0.0
Reid Sinnett,QB,34,416,272,65.38,13,33,3810,14.01,112.06,0.0,0.0,0.0,0.0,0.0
Reilly O'Toole,QB,13,206,122,59.22,8,10,1344,11.02,103.38,0.0,0.0,0.0,0.0,0.0
Ren Hefley,QB,11,563,351,62.34,32,39,3934,11.21,357.64,0.0,0.0,0.0,0.0,0.0
Rex Culpepper,QB,10,190,94,49.47,8,9,1028,10.94,102.8,0.0,0.0,0.0,0.0,0.0
Richard Cue,QB,13,298,166,55.7,12,16,1977,11.91,152.08,0.0,0.0,0.0,0.0,0.0
Richard Lagow,QB,23,733,425,57.98,25,34,5298,12.47,230.35,0.0,0.0,0.0,0.0,0.0
Richie Kenney,QB,20,529,276,52.17,19,14,3569,12.93,178.45,0.0,0.0,0.0,0.0,0.0
Ricky Davis,QB,9,17,8,47.06,0,1,142,17.75,15.78,0.0,0.0,0.0,0.0,0.0
Riley Ferguson,QB,26,917,579,63.14,19,70,7955,13.74,305.96,0.0,0.0,0.0,0.0,0.0
Riley Leonard,QB,13,392,250,63.78,6,20,2967,11.87,228.23,124.0,699.0,5.64,13.0,53.77
Riley Neal,QB,42,1378,813,59.0,27,49,8319,10.23,198.07,127.0,540.0,4.25,8.0,49.09
Robby Ashford,QB,12,250,123,49.2,7,7,1613,13.11,134.42,153.0,710.0,4.64,7.0,59.17
Robert Bentsen,QB,11,320,178,55.62,10,9,1669,9.38,151.73,112.0,390.0,3.48,2.0,35.45
Robert Mitchell,QB,9,7,2,28.57,1,0,76,38.0,8.44,0.0,0.0,0.0,0.0,0.0
Robert Somborn,QB,10,272,144,52.94,10,12,1934,13.43,193.4,0.0,0.0,0.0,0.0,0.0
Rocky Lombardi,QB,19,500,284,56.8,17,23,3687,12.98,194.05,0.0,0.0,0.0,0.0,0.0
Rogan Wells,QB,9,355,206,58.03,13,20,2594,12.59,288.22,90.0,552.0,6.13,4.0,61.33
Romelo Williams,QB,10,230,130,56.52,5,10,1403,10.79,140.3,0.0,0.0,0.0,0.0,0.0
Ronald Butler,QB,34,601,345,57.4,20,42,4350,12.61,127.94,92.0,476.0,5.17,6.0,43.27
Ross Bowers,QB,27,960,561,58.44,22,35,6534,11.65,242.0,0.0,0.0,0.0,0.0,0.0
Ross Comis,QB,11,194,122,62.89,3,14,1799,14.75,163.55,0.0,0.0,0.0,0.0,0.0
Ross Metheny,QB,12,324,201,62.04,7,15,2622,13.04,218.5,132.0,604.0,4.58,10.0,50.33
Ross Tallarico,DB,11,1,1,100.0,0,1,55,55.0,5.0,158.0,602.0,3.81,4.0,54.73
Ruban Thurston,QB,9,150,69,46.0,11,6,836,12.12,92.89,0.0,0.0,0.0,0.0,0.0
Ryan Agnew,QB,24,594,349,58.75,12,24,4113,11.79,171.38,0.0,0.0,0.0,0.0,0.0
Ryan Bartels,QB,8,190,116,61.05,6,8,1396,12.03,174.5,0.0,0.0,0.0,0.0,0.0
Ryan Becker,QB,10,148,80,54.05,7,8,868,10.85,86.8,0.0,0.0,0.0,0.0,0.0
Ryan Boyle,QB,10,205,128,62.44,3,12,1627,12.71,162.7,114.0,610.0,5.35,6.0,61.0
Ryan Clark,QB,4,45,23,51.11,2,0,230,10.0,57.5,0.0,0.0,0.0,0.0,0.0
Ryan Clarke,QB,8,182,95,52.2,9,10,980,10.32,122.5,0.0,0.0,0.0,0.0,0.0
Ryan DeLuca,WR,7,1,1,100.0,0,0,-1,-1.0,-0.14,0.0,0.0,0.0,0.0,0.0
Ryan Finley,QB,39,1365,881,64.54,25,60,10501,11.92,269.26,0.0,0.0,0.0,0.0,0.0
Ryan Glover,QB,10,205,122,59.51,6,7,1482,12.15,148.2,0.0,0.0,0.0,0.0,0.0
Ryan Higgins,QB,22,777,495,63.71,21,47,6332,12.79,287.82,0.0,0.0,0.0,0.0,0.0
Ryan Hilinski,QB,19,664,380,57.23,12,17,4001,10.53,210.58,0.0,0.0,0.0,0.0,0.0
Ryan Howard,QB,21,535,343,64.11,13,41,4217,12.29,200.81,0.0,0.0,0.0,0.0,0.0
Ryan Humphries,WR,12,11,6,54.55,0,1,68,11.33,5.67,0.0,0.0,0.0,0.0,0.0
Ryan Metz,QB,11,201,130,64.68,4,14,1375,10.58,125.0,0.0,0.0,0.0,0.0,0.0
Ryan Nettles,QB,5,144,85,59.03,5,8,917,10.79,183.4,0.0,0.0,0.0,0.0,0.0
Ryan Saeger,QB,11,299,165,55.18,7,12,1984,12.02,180.36,0.0,0.0,0.0,0.0,0.0
Ryan Stanley,QB,40,1174,709,60.39,31,64,8637,12.18,215.92,0.0,0.0,0.0,0.0,0.0
Ryan Stover,QB,11,341,189,55.43,13,11,2001,10.59,181.91,0.0,0.0,0.0,0.0,0.0
Ryan Swingle,TE,11,2,2,100.0,0,1,80,40.0,7.27,0.0,0.0,0.0,0.0,0.0
Ryan Tentler,QB,34,811,461,56.84,35,35,5219,11.32,153.5,210.0,802.0,3.82,6.0,36.45
Ryan Willis,QB,22,679,377,55.52,19,33,4435,11.76,201.59,0.0,0.0,0.0,0.0,0.0
Ryan Yost,QB,2,22,10,45.45,0,0,92,9.2,46.0,0.0,0.0,0.0,0.0,0.0
Rylan Wells,DB,9,90,55,61.11,1,8,967,17.58,107.44,0.0,0.0,0.0,0.0,0.0
Rylan Wells,QB,21,345,195,56.52,13,22,3224,16.53,153.52,258.0,1086.0,4.21,19.0,51.71
Sagan Gronauer,QB,9,105,59,56.19,6,3,596,10.1,66.22,0.0,0.0,0.0,0.0,0.0
Sam B. Richardson,QB,31,884,503,56.9,24,37,5509,10.95,177.71,101.0,356.0,3.52,2.0,32.36
Sam Brown,QB,14,386,223,57.77,13,9,2353,10.55,168.07,0.0,0.0,0.0,0.0,0.0
Sam Darnold,QB,27,846,549,64.89,22,57,7229,13.17,267.74,0.0,0.0,0.0,0.0,0.0
Sam Ehlinger,QB,46,1476,923,62.53,27,94,11436,12.39,248.61,276.0,1040.0,3.77,15.0,45.22
Sam Hartman,QB,44,1500,889,59.27,39,106,12137,13.65,275.84,0.0,0.0,0.0,0.0,0.0
Sam Howell,QB,37,1117,713,63.83,23,92,10283,14.42,277.92,183.0,828.0,4.52,11.0,69.0
Sam McPherson,RB,15,3,3,100.0,0,0,78,26.0,5.2,284.0,1987.0,7.0,15.0,79.48
Sam Noyer,QB,6,160,88,55.0,7,6,1101,12.51,183.5,0.0,0.0,0.0,0.0,0.0
Sam Schrader,RB,11,31,16,51.61,1,3,184,11.5,16.73,178.0,1098.0,6.17,19.0,52.29
Sawyer Kollmorgen,QB,10,248,156,62.9,5,14,1819,11.66,181.9,0.0,0.0,0.0,0.0,0.0
Sawyer Smith,QB,13,229,144,62.88,6,14,1669,11.59,128.38,0.0,0.0,0.0,0.0,0.0
Scott Hosch,QB,20,496,307,61.9,13,30,4263,13.89,213.15,0.0,0.0,0.0,0.0,0.0
Scott Lathrop,QB,11,175,99,56.57,8,11,1049,10.6,95.36,139.0,532.0,3.83,2.0,48.36
Scotty Gilkey,QB,9,118,53,44.92,5,3,606,11.43,67.33,0.0,0.0,0.0,0.0,0.0
Sean Brophy,QB,11,240,135,56.25,11,11,1277,9.46,116.09,0.0,0.0,0.0,0.0,0.0
Sean Chambers,QB,21,247,132,53.44,11,14,1737,13.16,82.71,221.0,1429.0,6.47,29.0,71.45
Sean Clifford,QB,47,1349,828,61.38,31,84,10466,12.64,222.68,99.0,335.0,3.38,3.0,37.22
Sean Goldrich,QB,23,593,359,60.54,14,23,3943,10.98,171.43,134.0,417.0,3.11,6.0,29.79
Sean Maguire,QB,8,189,112,59.26,6,11,1520,13.57,190.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,QB,25,1056,682,64.58,23,52,7826,11.48,313.04,0.0,0.0,0.0,0.0,0.0
Sean McGuire,QB,44,1290,770,59.69,38,72,9819,12.75,223.16,0.0,0.0,0.0,0.0,0.0
Sean O'Malley,QB,25,747,432,57.83,28,17,3773,8.73,150.92,0.0,0.0,0.0,0.0,0.0
Sean Rubalcaba,QB,10,236,160,67.8,6,11,1935,12.09,193.5,0.0,0.0,0.0,0.0,0.0
Sean Schroeder,QB,11,376,233,61.97,14,28,2960,12.7,269.09,0.0,0.0,0.0,0.0,0.0
Sean White,QB,18,351,216,61.54,7,10,2845,13.17,158.06,0.0,0.0,0.0,0.0,0.0
Sefo Liufau,QB,43,1412,888,62.89,35,60,9763,10.99,227.05,0.0,0.0,0.0,0.0,0.0
Sema'J Davis,QB,12,59,35,59.32,4,3,388,11.09,32.33,102.0,621.0,6.09,4.0,51.75
Seth Boomer,QB,9,198,101,51.01,4,9,1378,13.64,153.11,0.0,0.0,0.0,0.0,0.0
Seth Henigan,QB,24,838,520,62.05,16,47,6881,13.23,286.71,0.0,0.0,0.0,0.0,0.0
Seth Lobato,QB,10,347,197,56.77,13,16,2715,13.78,271.5,0.0,0.0,0.0,0.0,0.0
Seth Morgan,QB,26,732,451,61.61,24,28,4827,10.7,185.65,56.0,221.0,3.95,3.0,31.57
Seth Russell,QB,16,478,271,56.69,14,49,4230,15.61,264.38,0.0,0.0,0.0,0.0,0.0
Shai Werts,QB,11,133,80,60.15,6,8,1062,13.28,96.55,705.0,3090.0,4.38,34.0,67.17
Shane Bucenell,QB,9,113,67,59.29,6,15,1100,16.42,122.22,0.0,0.0,0.0,0.0,0.0
Shane Buechele,QB,44,1464,922,62.98,31,85,11387,12.35,258.8,0.0,0.0,0.0,0.0,0.0
Shane Carden,QB,26,1166,779,66.81,20,63,8875,11.39,341.35,0.0,0.0,0.0,0.0,0.0
Shane Morris,QB,13,446,249,55.83,17,27,3237,13.0,249.0,0.0,0.0,0.0,0.0,0.0
Shannon Patrick,QB,21,441,258,58.5,22,28,3578,13.87,170.38,0.0,0.0,0.0,0.0,0.0
Shawn Robinson,QB,7,204,124,60.78,8,9,1334,10.76,190.57,0.0,0.0,0.0,0.0,0.0
Shawn Stankavage,QB,10,219,124,56.62,10,10,1328,10.71,132.8,0.0,0.0,0.0,0.0,0.0
Shea Patterson,QB,33,966,590,61.08,24,62,7920,13.42,240.0,0.0,0.0,0.0,0.0,0.0
Shedeur Sanders,QB,26,901,616,68.37,14,70,6989,11.35,268.81,0.0,0.0,0.0,0.0,0.0
Sheldon Layman,QB,9,57,34,59.65,1,3,353,10.38,39.22,0.0,0.0,0.0,0.0,0.0
Shelton Eppler,QB,21,873,540,61.86,24,54,6226,11.53,296.48,0.0,0.0,0.0,0.0,0.0
Sheriron Jones,QB,11,187,102,54.55,12,13,1422,13.94,129.27,0.0,0.0,0.0,0.0,0.0
Shon Mitchell,QB,18,320,176,55.0,8,12,2020,11.48,112.22,0.0,0.0,0.0,0.0,0.0
Shuler Bentley,QB,19,597,327,54.77,10,25,3221,9.85,169.53,0.0,0.0,0.0,0.0,0.0
Skylar Thompson,QB,34,738,461,62.47,13,33,5819,12.62,171.15,0.0,0.0,0.0,0.0,0.0
Skyler Howard,QB,26,807,468,57.99,24,52,6473,13.83,248.96,157.0,502.0,3.2,6.0,38.62
Skyler Mornhinweg,QB,10,253,149,58.89,11,6,1338,8.98,133.8,0.0,0.0,0.0,0.0,0.0
Skyler Perry,QB,34,852,452,53.05,25,33,5187,11.48,152.56,147.0,614.0,4.18,6.0,38.38
Slade Jarman,QB,10,111,67,60.36,7,5,690,10.3,69.0,0.0,0.0,0.0,0.0,0.0
Spencer Brasch,QB,10,347,205,59.08,13,19,2602,12.69,260.2,0.0,0.0,0.0,0.0,0.0
Spencer Petras,QB,32,814,462,56.76,19,24,5174,11.2,161.69,0.0,0.0,0.0,0.0,0.0
Spencer Rattler,QB,33,903,618,68.44,24,57,7540,12.2,228.48,0.0,0.0,0.0,0.0,0.0
Spencer Sanders,QB,43,1253,765,61.05,40,67,9553,12.49,222.16,285.0,1296.0,4.55,8.0,54.0
Stefan Cantwell,QB,14,352,216,61.36,7,25,2978,13.79,212.71,182.0,595.0,3.27,8.0,42.5
Stephen Calvert,QB,24,693,399,57.58,16,43,5594,14.02,233.08,0.0,0.0,0.0,0.0,0.0
Stephen Johnson,QB,34,686,393,57.29,16,29,5065,12.89,148.97,0.0,0.0,0.0,0.0,0.0
Stephen Morris,QB,13,344,198,57.56,12,21,3028,15.29,232.92,0.0,0.0,0.0,0.0,0.0
Stephen Rivers,QB,10,166,108,65.06,5,9,1394,12.91,139.4,0.0,0.0,0.0,0.0,0.0
Stetson Bennett,QB,37,896,581,64.84,20,64,8168,14.06,220.76,0.0,0.0,0.0,0.0,0.0
Steve Cluley,QB,36,950,573,60.32,26,39,6831,11.92,189.75,0.0,0.0,0.0,0.0,0.0
Steven Hughes,QB,6,132,72,54.55,3,7,1167,16.21,194.5,0.0,0.0,0.0,0.0,0.0
Steven Krajewski,QB,11,230,121,52.61,10,7,1221,10.09,111.0,0.0,0.0,0.0,0.0,0.0
Steven Montez,QB,36,1181,741,62.74,28,54,8632,11.65,239.78,0.0,0.0,0.0,0.0,0.0
Steven Williams Jr.,QB,10,263,147,55.89,11,6,1528,10.39,152.8,0.0,0.0,0.0,0.0,0.0
Stockton McGuire,QB,20,318,137,43.08,11,9,1649,12.04,82.45,108.0,539.0,4.99,4.0,59.89
Stone Earle,QB,9,154,101,65.58,4,13,1216,12.04,135.11,0.0,0.0,0.0,0.0,0.0
Stone Smartt,QB,9,28,13,46.43,1,1,105,8.08,11.67,0.0,0.0,0.0,0.0,0.0
T.J. Linta,QB,17,418,221,52.87,13,19,2555,11.56,150.29,0.0,0.0,0.0,0.0,0.0
TJ  Finley,QB,5,140,80,57.14,5,5,941,11.76,188.2,0.0,0.0,0.0,0.0,0.0
TJ Bell,QB,8,61,19,31.15,4,1,214,11.26,26.75,0.0,0.0,0.0,0.0,0.0
TJ McMahon,QB,10,266,160,60.15,14,18,2102,13.14,210.2,0.0,0.0,0.0,0.0,0.0
TJ Starks,QB,3,38,18,47.37,2,0,221,12.28,73.67,0.0,0.0,0.0,0.0,0.0
Tajh Boyd,QB,13,413,283,68.52,11,34,3851,13.61,296.23,154.0,400.0,2.6,10.0,30.77
Tanner Brumby,QB,11,7,5,71.43,0,1,49,9.8,4.45,0.0,0.0,0.0,0.0,0.0
Tanner Gueller,QB,42,1241,708,57.05,37,74,9061,12.8,215.74,0.0,0.0,0.0,0.0,0.0
Tanner Lee,QB,31,1040,574,55.19,37,46,6744,11.75,217.55,0.0,0.0,0.0,0.0,0.0
Tanner Mangum,QB,29,889,528,59.39,23,36,6021,11.4,207.62,0.0,0.0,0.0,0.0,0.0
Tanner McEvoy,QB,14,112,65,58.04,6,5,709,10.91,50.64,65.0,574.0,8.83,6.0,41.0
Tanner McKee,QB,22,741,470,63.43,15,28,5274,11.22,239.73,0.0,0.0,0.0,0.0,0.0
Tanner Mordecai,QB,24,897,596,66.44,22,72,7152,12.0,298.0,0.0,0.0,0.0,0.0,0.0
Tanner Morgan,QB,51,1063,661,62.18,32,65,9454,14.3,185.37,0.0,0.0,0.0,0.0,0.0
Tanner Price,QB,12,378,206,54.5,10,13,2233,10.84,186.08,0.0,0.0,0.0,0.0,0.0
Taryn Christion,QB,40,1202,725,60.32,31,97,10249,14.14,256.23,114.0,500.0,4.39,9.0,35.71
Taulia  Tagovailoa,QB,4,122,75,61.48,7,7,1011,13.48,252.75,0.0,0.0,0.0,0.0,0.0
Taulia Tagovailoa,QB,25,865,590,68.21,19,44,6868,11.64,274.72,0.0,0.0,0.0,0.0,0.0
Tavion Pauldo,QB,9,116,64,55.17,5,5,725,11.33,80.56,0.0,0.0,0.0,0.0,0.0
Taylen Green,QB,13,271,166,61.25,6,14,2042,12.3,157.08,81.0,586.0,7.23,10.0,45.08
Taylor Cornelius,QB,13,485,288,59.38,13,32,3978,13.81,306.0,0.0,0.0,0.0,0.0,0.0
Taylor Davis,QB,8,212,98,46.23,7,8,1324,13.51,165.5,0.0,0.0,0.0,0.0,0.0
Taylor Kelly,QB,24,762,467,61.29,17,50,5749,12.31,239.54,173.0,608.0,3.51,9.0,43.43
Taylor Lamb,QB,39,945,573,60.63,23,73,7405,12.92,189.87,78.0,584.0,7.49,5.0,44.92
Taylor McHargue,QB,14,324,169,52.16,8,17,2345,13.88,167.5,157.0,464.0,2.96,5.0,33.14
Taylor Mitchell,QB,10,287,145,50.52,11,11,1506,10.39,150.6,0.0,0.0,0.0,0.0,0.0
Taylor Powell,QB,17,458,299,65.28,14,23,3362,11.24,197.76,0.0,0.0,0.0,0.0,0.0
Taysom Hill,QB,25,810,458,56.54,25,31,5261,11.49,210.44,383.0,1947.0,5.08,18.0,77.88
Ted Hefter,QB,13,96,50,52.08,5,3,552,11.04,42.46,0.0,0.0,0.0,0.0,0.0
Teddy Bridgewater,QB,13,427,303,70.96,4,31,3970,13.1,305.38,0.0,0.0,0.0,0.0,0.0
Terrance Ervin,QB,12,188,102,54.26,9,8,1310,12.84,109.17,0.0,0.0,0.0,0.0,0.0
Terrance Owens,QB,12,318,191,60.06,9,18,2230,11.68,185.83,0.0,0.0,0.0,0.0,0.0
Terrel Hunt,QB,12,273,167,61.17,8,10,1638,9.81,136.5,106.0,500.0,4.72,7.0,41.67
Terrell Carter,WR,6,2,2,100.0,0,2,14,7.0,2.33,0.0,0.0,0.0,0.0,0.0
Terrence Broadway,QB,25,608,382,62.83,21,32,4714,12.34,188.56,277.0,1095.0,3.95,11.0,43.8
Terry Wilson Jr.,QB,29,642,406,63.24,16,25,4134,10.18,142.55,239.0,971.0,4.06,9.0,42.22
Tevaka Tuioti,QB,9,195,102,52.31,6,7,1460,14.31,162.22,0.0,0.0,0.0,0.0,0.0
Theo Day,QB,22,599,365,60.93,17,42,5430,14.88,246.82,0.0,0.0,0.0,0.0,0.0
Thomas Bouldin,P,11,2,2,100.0,0,0,47,23.5,4.27,0.0,0.0,0.0,0.0,0.0
Thomas Linta,QB,10,258,125,48.45,6,8,1320,10.56,132.0,0.0,0.0,0.0,0.0,0.0
Thomas Sirk,QB,23,665,383,57.59,17,25,4280,11.17,186.09,163.0,803.0,4.93,8.0,66.92
Thomas Woodson,QB,31,827,467,56.47,26,48,6058,12.97,195.42,135.0,591.0,4.38,3.0,45.46
Tim Boyle,QB,20,409,244,59.66,16,12,2469,10.12,123.45,0.0,0.0,0.0,0.0,0.0
Tim DeMorat,QB,48,1685,1033,61.31,39,123,13461,13.03,280.44,0.0,0.0,0.0,0.0,0.0
Timarious Mitchell,QB,10,156,90,57.69,4,7,1101,12.23,110.1,0.0,0.0,0.0,0.0,0.0
Timmy McClain,QB,11,262,145,55.34,7,5,1888,13.02,171.64,0.0,0.0,0.0,0.0,0.0
Tino Smith,QB,11,176,89,50.57,8,5,849,9.54,77.18,0.0,0.0,0.0,0.0,0.0
Todd Centeio,QB,12,380,229,60.26,10,15,2958,12.92,246.5,0.0,0.0,0.0,0.0,0.0
Tom Flacco,QB,24,795,484,60.88,17,50,6082,12.57,253.42,168.0,742.0,4.42,4.0,61.83
Tom Jewell,WR,11,16,7,43.75,0,0,49,7.0,4.45,0.0,0.0,0.0,0.0,0.0
Tom Savage,QB,13,389,238,61.18,9,21,2958,12.43,227.54,0.0,0.0,0.0,0.0,0.0
Tom Stewart,QB,19,353,198,56.09,4,22,2668,13.47,140.42,0.0,0.0,0.0,0.0,0.0
Tommy Armstrong Jr.,QB,36,1041,557,53.51,36,58,7905,14.19,219.58,145.0,705.0,4.86,6.0,54.23
Tommy Bryant,QB,11,40,21,52.5,1,7,474,22.57,43.09,166.0,846.0,5.1,21.0,60.43
Tommy Devito,QB,25,706,470,66.57,9,34,5010,10.66,200.4,0.0,0.0,0.0,0.0,0.0
Tommy Herion,QB,10,53,25,47.17,2,0,284,11.36,28.4,0.0,0.0,0.0,0.0,0.0
Tommy McKee,QB,10,223,121,54.26,9,7,1250,10.33,125.0,111.0,422.0,3.8,6.0,42.2
Tommy Mellott,QB,26,263,156,59.32,4,14,2182,13.99,83.92,282.0,1784.0,6.33,23.0,68.62
Tommy Rees,QB,13,414,224,54.11,13,27,3257,14.54,250.54,0.0,0.0,0.0,0.0,0.0
Tommy Schuster,QB,30,924,617,66.77,17,43,6651,10.78,221.7,0.0,0.0,0.0,0.0,0.0
Tommy Stevens,QB,9,161,97,60.25,5,11,1155,11.91,128.33,0.0,0.0,0.0,0.0,0.0
Tommy Stuart,QB,11,297,198,66.67,8,27,2405,12.15,218.64,0.0,0.0,0.0,0.0,0.0
Tony Dawson,QB,11,278,131,47.12,3,7,1702,12.99,154.73,133.0,784.0,5.89,6.0,71.27
Tony Muskett,QB,15,495,319,64.44,8,34,3690,11.57,246.0,0.0,0.0,0.0,0.0,0.0
Tony Tate,WR,11,5,4,80.0,0,1,128,32.0,11.64,0.0,0.0,0.0,0.0,0.0
Trace McSorley,QB,40,1175,700,59.57,25,75,9714,13.88,242.85,170.0,798.0,4.69,12.0,61.38
Trae Pilster,WR,9,48,23,47.92,1,2,279,12.13,31.0,0.0,0.0,0.0,0.0,0.0
Trae Self,QB,43,1360,800,58.82,32,74,10327,12.91,240.16,0.0,0.0,0.0,0.0,0.0
Travis Wilson,QB,34,864,518,59.95,31,47,6092,11.76,179.18,221.0,876.0,3.96,12.0,41.71
Trazon Connley,QB,10,207,122,58.94,6,11,1478,12.11,147.8,125.0,661.0,5.29,13.0,66.1
Tre Moore,QB,8,164,80,48.78,5,3,671,8.39,83.88,0.0,0.0,0.0,0.0,0.0
Tre Roberson,QB,40,740,410,55.41,23,63,6574,16.03,164.35,379.0,2229.0,5.88,27.0,55.72
Trent Hurley,QB,22,587,379,64.57,21,35,4482,11.83,203.73,0.0,0.0,0.0,0.0,0.0
Trent Tompkins,QB,16,28,15,53.57,0,2,154,10.27,9.62,97.0,618.0,6.37,10.0,38.62
Trenton Bourguet,QB,7,203,145,71.43,5,11,1490,10.28,212.86,0.0,0.0,0.0,0.0,0.0
Trenton Norvell,QB,24,757,414,54.69,27,40,5031,12.15,209.62,0.0,0.0,0.0,0.0,0.0
Treon Harris,QB,21,346,174,50.29,10,18,2695,15.49,128.33,0.0,0.0,0.0,0.0,0.0
Trevone Boykin,QB,36,1064,663,62.31,27,71,8674,13.08,240.94,275.0,1319.0,4.8,17.0,54.96
Trevor Knight,QB,47,1468,842,57.36,39,73,9879,11.73,210.19,307.0,1455.0,4.74,16.0,46.94
Trevor Lawrence,QB,40,1138,758,66.61,17,90,10098,13.32,252.45,103.0,563.0,5.47,9.0,37.53
Trevor McDonagh,QB,18,501,232,46.31,20,11,2395,10.32,133.06,0.0,0.0,0.0,0.0,0.0
Trevor Siemian,QB,23,690,406,58.84,20,18,4363,10.75,189.7,0.0,0.0,0.0,0.0,0.0
Trey Goodman,WR,11,4,1,25.0,0,0,39,39.0,3.55,0.0,0.0,0.0,0.0,0.0
Trey Lance,QB,16,287,192,66.9,0,28,2786,14.51,174.12,184.0,1243.0,6.76,16.0,73.12
Trey Mitchell,QB,12,265,148,55.85,6,11,1616,10.92,134.67,0.0,0.0,0.0,0.0,0.0
Trey Taylor,QB,11,255,130,50.98,4,6,1058,8.14,96.18,0.0,0.0,0.0,0.0,0.0
Trey White,QB,10,103,49,47.57,6,8,1059,21.61,105.9,218.0,964.0,4.42,9.0,96.4
Tristan Gebbia,QB,4,129,80,62.02,3,3,824,10.3,206.0,0.0,0.0,0.0,0.0,0.0
Troy Andersen,QB,13,208,115,55.29,7,3,1195,10.39,91.92,206.0,1412.0,6.85,21.0,108.62
Troy Cook,QB,12,298,166,55.7,12,22,2321,13.98,193.42,0.0,0.0,0.0,0.0,0.0
Troy Mitchell,QB,34,909,570,62.71,27,46,6492,11.39,190.94,356.0,1605.0,4.51,11.0,47.21
Troy Williams,QB,13,390,207,53.08,8,15,2757,13.32,212.08,0.0,0.0,0.0,0.0,0.0
Tua Tagovailoa,QB,24,607,425,70.02,9,76,6806,16.01,283.58,0.0,0.0,0.0,0.0,0.0
Tucker Rovig,QB,13,279,172,61.65,5,15,1969,11.45,151.46,0.0,0.0,0.0,0.0,0.0
Tuskani Figaro,QB,20,321,174,54.21,12,12,2060,11.84,103.0,271.0,1559.0,5.75,12.0,77.95
Ty Brock,QB,21,541,294,54.34,23,24,3879,13.19,184.71,0.0,0.0,0.0,0.0,0.0
Ty Gangi,QB,32,989,595,60.16,30,57,7378,12.4,230.56,0.0,0.0,0.0,0.0,0.0
Ty Holden,WR,21,2,2,100.0,0,1,91,45.5,4.33,0.0,0.0,0.0,0.0,0.0
Ty Lenhart,QB,19,335,201,60.0,11,9,2056,10.23,108.21,0.0,0.0,0.0,0.0,0.0
Ty Storey,QB,21,595,384,64.54,17,25,4151,10.81,197.67,0.0,0.0,0.0,0.0,0.0
Tyler Benz,QB,11,217,129,59.45,9,10,1497,11.6,136.09,0.0,0.0,0.0,0.0,0.0
Tyler Bolfing,QB,11,146,79,54.11,3,6,990,12.53,90.0,0.0,0.0,0.0,0.0,0.0
Tyler Bruggman,QB,11,163,76,46.63,6,6,888,11.68,80.73,0.0,0.0,0.0,0.0,0.0
Tyler Clark,QB,11,180,106,58.89,6,7,937,8.84,85.18,0.0,0.0,0.0,0.0,0.0
Tyler Hilinski,QB,8,179,130,72.63,7,7,1176,9.05,147.0,0.0,0.0,0.0,0.0,0.0
Tyler Huff,QB,30,647,414,63.99,21,32,4535,10.95,151.17,183.0,900.0,4.92,11.0,50.0
Tyler Huntley,QB,33,847,569,67.18,20,46,7291,12.81,220.94,168.0,537.0,3.2,6.0,53.7
Tyler Johnston III,QB,29,486,284,58.44,25,35,4416,15.55,152.28,0.0,0.0,0.0,0.0,0.0
Tyler Jones,QB,43,1261,790,62.65,36,55,8503,10.76,197.74,305.0,1122.0,3.68,16.0,46.75
Tyler Monaco,QB,9,302,165,54.64,7,6,1891,11.46,210.11,0.0,0.0,0.0,0.0,0.0
Tyler Murphy,QB,22,415,243,58.55,15,19,2839,11.68,129.05,181.0,1184.0,6.54,11.0,91.08
Tyler O'Connor,QB,11,262,154,58.78,9,16,1970,12.79,179.09,0.0,0.0,0.0,0.0,0.0
Tyler Phelps,QB,40,635,336,52.91,21,34,4635,13.79,115.88,171.0,1000.0,5.85,5.0,55.56
Tyler Riddell,QB,24,616,361,58.6,16,34,4434,12.28,184.75,0.0,0.0,0.0,0.0,0.0
