Player,Position,Games Played,Receptions,Reception Yds,Reception Yds Per Attempt,Reception TD,Reception Yds Per Game,Rush,Rush Yds,Rush Yds Per Attempt,Rush TD,Rush Yds Per Game
A.C. Leonard,TE,12,34,441,12.97,5,36.75,0.0,0.0,0.0,0.0,0.0
A.J. Brown,WR,24,160,2572,16.08,17,107.17,0.0,0.0,0.0,0.0,0.0
A.J. Coney,WR,14,43,551,12.81,3,39.36,0.0,0.0,0.0,0.0,0.0
A.J. Johnson,WR,12,48,633,13.19,4,52.75,0.0,0.0,0.0,0.0,0.0
A.J. Richardson,WR,13,54,825,15.28,8,63.46,0.0,0.0,0.0,0.0,0.0
A.J. Toney,WR,7,41,437,10.66,1,62.43,0.0,0.0,0.0,0.0,0.0
A.T. Perry,WR,27,152,2389,15.72,26,88.48,0.0,0.0,0.0,0.0,0.0
Aaren Vaughns,WR,13,33,581,17.61,5,44.69,0.0,0.0,0.0,0.0,0.0
Aaron Alston,WR,19,69,943,13.67,4,49.63,0.0,0.0,0.0,0.0,0.0
Aaron Blockmon,WR,21,95,1614,16.99,13,76.86,0.0,0.0,0.0,0.0,0.0
Aaron Bradley,WR,10,40,474,11.85,2,47.4,0.0,0.0,0.0,0.0,0.0
Aaron Burbridge,WR,14,85,1258,14.8,7,89.86,0.0,0.0,0.0,0.0,0.0
Aaron Burks,WR,11,18,309,17.17,3,28.09,0.0,0.0,0.0,0.0,0.0
Aaron Cephus,WR,22,65,1187,18.26,10,53.95,0.0,0.0,0.0,0.0,0.0
Aaron Fuller,WR,27,117,1576,13.47,10,58.37,0.0,0.0,0.0,0.0,0.0
Aaron Gooch,WR,11,65,695,10.69,5,63.18,0.0,0.0,0.0,0.0,0.0
Aaron Moore,WR,11,39,523,13.41,5,47.55,0.0,0.0,0.0,0.0,0.0
Aaron Parker,WR,34,193,3002,15.55,26,88.29,0.0,0.0,0.0,0.0,0.0
Aaron Peck,WR,11,46,630,13.7,3,57.27,0.0,0.0,0.0,0.0,0.0
Aaron Sanders,WR,34,218,2540,11.65,9,74.71,0.0,0.0,0.0,0.0,0.0
Aaron Thomas,WR,24,92,1413,15.36,6,58.88,0.0,0.0,0.0,0.0,0.0
Abdul Janneh,WR,11,43,579,13.47,9,52.64,0.0,0.0,0.0,0.0,0.0
Abdul-Fatai Ibrahim,WR,25,150,2350,15.67,22,94.0,0.0,0.0,0.0,0.0,0.0
Adam Anderson,WR,13,47,718,15.28,7,55.23,0.0,0.0,0.0,0.0,0.0
Adam Breneman,TE,23,134,1572,11.73,12,68.35,0.0,0.0,0.0,0.0,0.0
Adam Drake,WR,26,178,2626,14.75,25,101.0,0.0,0.0,0.0,0.0,0.0
Adam Humphries,WR,13,41,483,11.78,2,37.15,0.0,0.0,0.0,0.0,0.0
Adam Shapiro,WR,12,35,431,12.31,2,35.92,0.0,0.0,0.0,0.0,0.0
Adam Trautman,TE,33,154,2057,13.36,28,62.33,0.0,0.0,0.0,0.0,0.0
Adonis Jennings,WR,13,42,742,17.67,7,57.08,0.0,0.0,0.0,0.0,0.0
Adrian Coxson,WR,22,74,1208,16.32,9,54.91,0.0,0.0,0.0,0.0,0.0
Adrian Hardy,WR,20,108,1585,14.68,10,79.25,0.0,0.0,0.0,0.0,0.0
Adrian Riley,WR,11,26,352,13.54,3,32.0,0.0,0.0,0.0,0.0,0.0
Adrian Wilkins,WR,22,88,992,11.27,5,45.09,0.0,0.0,0.0,0.0,0.0
Ahmad Edwards,WR,23,62,845,13.63,8,36.74,0.0,0.0,0.0,0.0,0.0
Ahmere Dorsey,WR,12,43,605,14.07,4,50.42,0.0,0.0,0.0,0.0,0.0
Ahmmon Richards,WR,13,49,934,19.06,3,71.85,0.0,0.0,0.0,0.0,0.0
Ainias Smith,RB,10,43,564,13.12,6,56.4,0.0,0.0,0.0,0.0,0.0
Ajalen Holley,WR,24,117,1572,13.44,13,65.5,0.0,0.0,0.0,0.0,0.0
Akeem Hunt,RB,12,38,340,8.95,2,28.33,296.0,1413.0,4.77,7.0,58.88
Akile Davis,WR,12,59,762,12.92,4,63.5,0.0,0.0,0.0,0.0,0.0
Al Riles,WR,13,60,729,12.15,2,56.08,0.0,0.0,0.0,0.0,0.0
Alec Pierce,WR,28,89,1536,17.26,9,54.86,0.0,0.0,0.0,0.0,0.0
Alex Adams,WR,11,63,856,13.59,9,77.82,0.0,0.0,0.0,0.0,0.0
Alex Amidon,WR,13,77,1032,13.4,5,79.38,0.0,0.0,0.0,0.0,0.0
Alex Bayer,TE,14,37,593,16.03,4,42.36,0.0,0.0,0.0,0.0,0.0
Alex Erickson,WR,27,132,1750,13.26,6,64.81,0.0,0.0,0.0,0.0,0.0
Alex Greenawalt,WR,14,40,598,14.95,5,42.71,0.0,0.0,0.0,0.0,0.0
Alex Holmes,WR,24,86,984,11.44,6,41.0,0.0,0.0,0.0,0.0,0.0
Alex Jette,WR,20,122,1446,11.85,7,72.3,0.0,0.0,0.0,0.0,0.0
Alex Kuzy,WR,10,43,583,13.56,2,58.3,0.0,0.0,0.0,0.0,0.0
Alex Neutz,WR,13,61,1024,16.79,12,78.77,0.0,0.0,0.0,0.0,0.0
Alex Toureen,WR,12,37,541,14.62,2,45.08,0.0,0.0,0.0,0.0,0.0
Alex Wesley,WR,20,112,2060,18.39,10,103.0,0.0,0.0,0.0,0.0,0.0
Alexander Hollins,WR,22,126,1784,14.16,23,81.09,0.0,0.0,0.0,0.0,0.0
Alfonso Onunwor,WR,11,64,856,13.38,8,77.82,0.0,0.0,0.0,0.0,0.0
Ali Jennings,WR,22,116,2025,17.46,14,92.05,0.0,0.0,0.0,0.0,0.0
Allen Hurns,WR,13,62,1162,18.74,6,89.38,0.0,0.0,0.0,0.0,0.0
Allen Lazard,WR,48,241,3360,13.94,26,70.0,0.0,0.0,0.0,0.0,0.0
Allen Muse,WR,13,29,370,12.76,2,28.46,0.0,0.0,0.0,0.0,0.0
Allen Robinson,WR,12,97,1432,14.76,6,119.33,0.0,0.0,0.0,0.0,0.0
Allenzae Staggers,WR,13,63,1165,18.49,7,89.62,0.0,0.0,0.0,0.0,0.0
Alonzo Russell,WR,37,146,2116,14.49,19,57.19,0.0,0.0,0.0,0.0,0.0
Alton Howard,WR,25,98,1006,10.27,4,40.24,0.0,0.0,0.0,0.0,0.0
Alvin Bailey,WR,15,47,511,10.87,5,34.07,0.0,0.0,0.0,0.0,0.0
Amara Darboh,WR,26,115,1589,13.82,12,61.12,0.0,0.0,0.0,0.0,0.0
Amari Cooper,WR,26,169,2463,14.57,20,94.73,0.0,0.0,0.0,0.0,0.0
Amari Rodgers,WR,27,132,1595,12.08,11,59.07,0.0,0.0,0.0,0.0,0.0
Amba Etta-Tawo,WR,24,125,1982,15.86,16,82.58,0.0,0.0,0.0,0.0,0.0
Amir Abdur-Rahman,WR,9,27,406,15.04,1,45.11,0.0,0.0,0.0,0.0,0.0
Amon-Ra St. Brown,WR,31,178,2270,12.75,16,73.23,0.0,0.0,0.0,0.0,0.0
Anas Hasic,WR,11,36,530,14.72,4,48.18,0.0,0.0,0.0,0.0,0.0
Andre Baccellia,WR,14,55,584,10.62,0,41.71,0.0,0.0,0.0,0.0,0.0
Andre Davis,WR,24,91,1195,13.13,5,49.79,0.0,0.0,0.0,0.0,0.0
Andre Dessenberg,WR,26,78,1079,13.83,4,41.5,0.0,0.0,0.0,0.0,0.0
Andre Levrone,WR,13,34,689,20.26,7,53.0,0.0,0.0,0.0,0.0,0.0
Andre Lindsey,WR,11,25,756,30.24,7,68.73,0.0,0.0,0.0,0.0,0.0
Andre Miller,WR,14,60,1032,17.2,9,73.71,0.0,0.0,0.0,0.0,0.0
Andre Stubbs,WR,23,67,838,12.51,8,36.43,0.0,0.0,0.0,0.0,0.0
Andre Williams,WR,11,46,649,14.11,6,59.0,0.0,0.0,0.0,0.0,0.0
Andre Wilson,WR,13,54,677,12.54,6,52.08,0.0,0.0,0.0,0.0,0.0
Andrei Iosivas,WR,20,107,1646,15.38,12,82.3,0.0,0.0,0.0,0.0,0.0
Andrej Suttles,WR,47,178,2473,13.89,14,52.62,0.0,0.0,0.0,0.0,0.0
Andrew Boston,WR,45,188,2622,13.95,20,58.27,0.0,0.0,0.0,0.0,0.0
Andrew Cassara,WR,21,96,1039,10.82,8,49.48,0.0,0.0,0.0,0.0,0.0
Andrew Edgar,WR,11,44,746,16.95,4,67.82,0.0,0.0,0.0,0.0,0.0
Andrew Fischer,WR,16,79,962,12.18,7,60.12,0.0,0.0,0.0,0.0,0.0
Andrew Flory,WR,12,32,384,12.0,2,32.0,0.0,0.0,0.0,0.0,0.0
Andrew Guillot,WR,9,26,320,12.31,2,35.56,0.0,0.0,0.0,0.0,0.0
Andrew Harris,WR,11,36,497,13.81,4,45.18,0.0,0.0,0.0,0.0,0.0
Andrew King,WR,20,86,997,11.59,9,49.85,0.0,0.0,0.0,0.0,0.0
Andrew Marks,TE,10,22,283,12.86,4,28.3,0.0,0.0,0.0,0.0,0.0
Andrew O'Neill,WR,11,59,690,11.69,4,62.73,0.0,0.0,0.0,0.0,0.0
Andrew Parchment,WR,12,65,831,12.78,7,69.25,0.0,0.0,0.0,0.0,0.0
Andrew Robustelli,TE,22,90,1723,19.14,20,78.32,0.0,0.0,0.0,0.0,0.0
Andrew Vollert,TE,26,123,1613,13.11,12,62.04,0.0,0.0,0.0,0.0,0.0
Andrew Williams,WR,34,113,1946,17.22,13,57.24,0.0,0.0,0.0,0.0,0.0
Andy Isabella,RB,24,127,1821,14.34,17,75.88,0.0,0.0,0.0,0.0,0.0
Andy Isabella,WR,12,102,1698,16.65,13,141.5,0.0,0.0,0.0,0.0,0.0
Andy Jones,WR,32,136,2020,14.85,16,63.12,0.0,0.0,0.0,0.0,0.0
Andy Schumpert,TE,13,32,652,20.38,9,50.15,0.0,0.0,0.0,0.0,0.0
Anthony  Schwartz,WR,10,54,636,11.78,3,63.6,0.0,0.0,0.0,0.0,0.0
Anthony Abeid,RB,11,28,497,17.75,7,45.18,0.0,0.0,0.0,0.0,0.0
Anthony Firkser,RB,10,32,485,15.16,4,48.5,0.0,0.0,0.0,0.0,0.0
Anthony Firkser,TE,10,45,702,15.6,7,70.2,0.0,0.0,0.0,0.0,0.0
Anthony Frederick,WR,22,71,1170,16.48,13,53.18,0.0,0.0,0.0,0.0,0.0
Anthony Johnson,WR,40,168,2783,16.57,29,69.58,0.0,0.0,0.0,0.0,0.0
Anthony Mahoungou,WR,13,40,688,17.2,8,52.92,0.0,0.0,0.0,0.0,0.0
Anthony McClung,WR,12,72,939,13.04,5,78.25,0.0,0.0,0.0,0.0,0.0
Anthony McGhee,WR,11,45,552,12.27,6,50.18,0.0,0.0,0.0,0.0,0.0
Anthony Miller,WR,38,238,3590,15.08,37,94.47,0.0,0.0,0.0,0.0,0.0
Anthony Olivencia,WR,22,77,1276,16.57,5,58.0,0.0,0.0,0.0,0.0,0.0
Anthony Queeley,WR,11,37,378,10.22,2,34.36,0.0,0.0,0.0,0.0,0.0
Anthony Ratliff-Williams,WR,23,77,1319,17.13,8,57.35,0.0,0.0,0.0,0.0,0.0
Anthony Rice,WR,13,57,595,10.44,4,45.77,0.0,0.0,0.0,0.0,0.0
Anthony Stell Jr.,WR,7,17,282,16.59,3,40.29,0.0,0.0,0.0,0.0,0.0
Anthony Warrum,WR,36,130,2645,20.35,29,73.47,0.0,0.0,0.0,0.0,0.0
Antoine Green,WR,22,74,1410,19.05,12,64.09,0.0,0.0,0.0,0.0,0.0
Antoine Murray,WR,22,73,1244,17.04,11,56.55,0.0,0.0,0.0,0.0,0.0
Antoine Porter,WR,12,46,548,11.91,4,45.67,0.0,0.0,0.0,0.0,0.0
Antoine Wesley,WR,12,88,1410,16.02,9,117.5,0.0,0.0,0.0,0.0,0.0
Antonio Andrews,RB,12,41,478,11.66,0,39.83,267.0,1730.0,6.48,16.0,144.17
Antonio Callaway,WR,26,89,1399,15.72,7,53.81,0.0,0.0,0.0,0.0,0.0
Antonio Gandy-Golden,WR,13,79,1396,17.67,10,107.38,0.0,0.0,0.0,0.0,0.0
Antonio Gibson,WR,14,38,735,19.34,8,52.5,0.0,0.0,0.0,0.0,0.0
Antonio Mullins,WR,12,48,575,11.98,3,47.92,0.0,0.0,0.0,0.0,0.0
Antonio Nunn,WR,19,86,1271,14.78,8,66.89,0.0,0.0,0.0,0.0,0.0
Antonio Williams,WR,14,56,604,10.79,4,43.14,0.0,0.0,0.0,0.0,0.0
Antwan Davis,WR,8,39,456,11.69,1,57.0,0.0,0.0,0.0,0.0,0.0
Antwan Goodley,WR,24,131,2169,16.56,19,90.38,0.0,0.0,0.0,0.0,0.0
Antwane Grant,WR,14,55,701,12.75,7,50.07,0.0,0.0,0.0,0.0,0.0
Antwane Wells Jr.,WR,35,184,2781,15.11,27,79.46,0.0,0.0,0.0,0.0,0.0
Antwon Chisholm,RB,12,49,540,11.02,5,45.0,0.0,0.0,0.0,0.0,0.0
Ardarius Stewart,WR,27,117,1564,13.37,12,57.93,0.0,0.0,0.0,0.0,0.0
Aris Scott,WR,22,86,1216,14.14,5,55.27,0.0,0.0,0.0,0.0,0.0
Arkeel Newsome,RB,10,25,541,21.64,2,54.1,330.0,1507.0,4.57,11.0,60.28
Armani Martin,WR,21,84,1324,15.76,18,63.05,0.0,0.0,0.0,0.0,0.0
Artavis Scott,WR,43,245,2480,10.12,19,57.67,0.0,0.0,0.0,0.0,0.0
Arthur Jackson III,WR,26,92,1324,14.39,12,50.92,0.0,0.0,0.0,0.0,0.0
Arthur Lynch,TE,12,30,459,15.3,5,38.25,0.0,0.0,0.0,0.0,0.0
Arthur Williams,WR,12,24,344,14.33,3,28.67,0.0,0.0,0.0,0.0,0.0
Ashton Broyld,RB,13,52,452,8.69,0,34.77,0.0,0.0,0.0,0.0,0.0
Ashton Clark,WR,15,83,1233,14.86,10,82.2,0.0,0.0,0.0,0.0,0.0
Ashtyn Hawkins,WR,9,56,587,10.48,7,65.22,0.0,0.0,0.0,0.0,0.0
Assanti Kearney,WR,11,37,638,17.24,4,58.0,0.0,0.0,0.0,0.0,0.0
Auden Tate,WR,12,40,548,13.7,10,45.67,0.0,0.0,0.0,0.0,0.0
Aulden Knight,WR,11,28,601,21.46,6,54.64,0.0,0.0,0.0,0.0,0.0
Austin Allen,TE,12,38,602,15.84,2,50.17,0.0,0.0,0.0,0.0,0.0
Austin Carr,WR,13,90,1247,13.86,12,95.92,0.0,0.0,0.0,0.0,0.0
Austin Conway,WR,13,61,549,9.0,3,42.23,0.0,0.0,0.0,0.0,0.0
Austin Duke,WR,23,121,1530,12.64,10,66.52,0.0,0.0,0.0,0.0,0.0
Austin Franklin,WR,8,52,670,12.88,7,83.75,0.0,0.0,0.0,0.0,0.0
Austin Hill,WR,14,49,635,12.96,4,45.36,0.0,0.0,0.0,0.0,0.0
Austin Longi,WR,22,120,1490,12.42,10,67.73,0.0,0.0,0.0,0.0,0.0
Austin Maloney,WR,26,63,1249,19.83,7,48.04,0.0,0.0,0.0,0.0,0.0
Austin Mitchell,WR,26,135,2080,15.41,18,80.0,0.0,0.0,0.0,0.0,0.0
Austin Osborne,WR,12,64,546,8.53,2,45.5,0.0,0.0,0.0,0.0,0.0
Austin Proehl,WR,13,43,597,13.88,3,45.92,0.0,0.0,0.0,0.0,0.0
Austin Seferian-Jenkins,TE,12,36,450,12.5,8,37.5,0.0,0.0,0.0,0.0,0.0
Austin Stogner,TE,8,26,422,16.23,3,52.75,0.0,0.0,0.0,0.0,0.0
Austin Trammell,WR,25,122,1358,11.13,7,54.32,0.0,0.0,0.0,0.0,0.0
Austin Watkins,WR,21,91,1560,17.14,9,74.29,0.0,0.0,0.0,0.0,0.0
Austin Wilbers,TE,11,30,337,11.23,1,30.64,0.0,0.0,0.0,0.0,0.0
Austin Williams,WR,24,95,989,10.41,7,41.21,0.0,0.0,0.0,0.0,0.0
Austin Wolf,WR,12,36,550,15.28,5,45.83,0.0,0.0,0.0,0.0,0.0
Avante Cox,WR,43,202,2806,13.89,23,65.26,25.0,238.0,9.52,1.0,23.8
Avery Ward,WR,11,40,481,12.02,6,43.73,0.0,0.0,0.0,0.0,0.0
Ayir Asante,WR,26,91,1226,13.47,10,47.15,0.0,0.0,0.0,0.0,0.0
BJ Byrd,WR,18,121,1780,14.71,21,98.89,0.0,0.0,0.0,0.0,0.0
BJ Casteel,WR,12,48,581,12.1,4,48.42,0.0,0.0,0.0,0.0,0.0
BJ Johnson III,WR,12,42,600,14.29,3,50.0,0.0,0.0,0.0,0.0,0.0
Bailey Gaither,WR,19,93,1537,16.53,10,80.89,0.0,0.0,0.0,0.0,0.0
Baniko Harley,QB,32,129,2026,15.71,19,63.31,0.0,0.0,0.0,0.0,0.0
Barion Brown,WR,13,50,628,12.56,4,48.31,0.0,0.0,0.0,0.0,0.0
Bartley Leneghan,WR,11,45,833,18.51,8,75.73,0.0,0.0,0.0,0.0,0.0
Beau Corrales,WR,13,40,575,14.38,6,44.23,0.0,0.0,0.0,0.0,0.0
Beau Kelly,WR,22,110,1635,14.86,15,74.32,0.0,0.0,0.0,0.0,0.0
Beau Sandland,TE,11,37,632,17.08,9,57.45,0.0,0.0,0.0,0.0,0.0
Ben Axline,WR,12,35,659,18.83,4,54.92,0.0,0.0,0.0,0.0,0.0
Ben Bolling,WR,11,32,495,15.47,5,45.0,0.0,0.0,0.0,0.0,0.0
Ben Braunecker,TE,10,48,850,17.71,8,85.0,0.0,0.0,0.0,0.0,0.0
Ben Edwards,WR,9,74,706,9.54,5,78.44,0.0,0.0,0.0,0.0,0.0
Ben McCord,TE,13,39,612,15.69,5,47.08,0.0,0.0,0.0,0.0,0.0
Ben Ratzlaff,WR,16,116,1538,13.26,15,96.12,0.0,0.0,0.0,0.0,0.0
Ben Roberts,WR,13,65,647,9.95,5,49.77,0.0,0.0,0.0,0.0,0.0
Ben Skowronek,OL,13,45,644,14.31,5,49.54,0.0,0.0,0.0,0.0,0.0
Ben Skowronek,WR,11,29,439,15.14,5,39.91,0.0,0.0,0.0,0.0,0.0
Benjamin Waters,WR,13,22,658,29.91,7,50.62,0.0,0.0,0.0,0.0,0.0
Benjamin Yurosek,TE,11,43,658,15.3,3,59.82,0.0,0.0,0.0,0.0,0.0
Bennett Skowronek,WR,14,45,562,12.49,3,40.14,0.0,0.0,0.0,0.0,0.0
Bennie Fowler,WR,13,36,622,17.28,6,47.85,0.0,0.0,0.0,0.0,0.0
Bernard Reedy,WR,12,62,840,13.55,8,70.0,0.0,0.0,0.0,0.0,0.0
Billy Freeman,TE,25,75,1013,13.51,8,40.52,0.0,0.0,0.0,0.0,0.0
Billy Kemp,WR,22,141,1369,9.71,7,62.23,0.0,0.0,0.0,0.0,0.0
Billy Ray Stutzmann,WR,9,22,358,16.27,4,39.78,0.0,0.0,0.0,0.0,0.0
Billy Reed,WR,22,101,1385,13.71,9,62.95,0.0,0.0,0.0,0.0,0.0
Blair Roberts,WR,10,47,782,16.64,8,78.2,0.0,0.0,0.0,0.0,0.0
Blair Townsend,WR,11,29,312,10.76,1,28.36,0.0,0.0,0.0,0.0,0.0
Blaise Bell,WR,11,46,601,13.07,8,54.64,0.0,0.0,0.0,0.0,0.0
Blake Banham,RB,13,60,758,12.63,5,58.31,0.0,0.0,0.0,0.0,0.0
Blake Gardner,WR,12,35,271,7.74,0,22.58,0.0,0.0,0.0,0.0,0.0
Blake Mack,TE,25,82,1270,15.49,10,50.8,0.0,0.0,0.0,0.0,0.0
Blake Proehl,WR,21,101,1247,12.35,8,59.38,0.0,0.0,0.0,0.0,0.0
Bo Belquist,WR,28,140,1601,11.44,14,57.18,0.0,0.0,0.0,0.0,0.0
Bo Hines,WR,13,45,616,13.69,1,47.38,0.0,0.0,0.0,0.0,0.0
Bo Melton,WR,20,102,1256,12.31,9,62.8,0.0,0.0,0.0,0.0,0.0
Bo Patterson,WR,10,25,395,15.8,6,39.5,0.0,0.0,0.0,0.0,0.0
Bob Pugh,WR,11,28,722,25.79,3,65.64,0.0,0.0,0.0,0.0,0.0
Bobby Chan-Chan,WR,10,32,614,19.19,6,61.4,0.0,0.0,0.0,0.0,0.0
Bobby Kaslander,DB,7,24,327,13.62,0,46.71,0.0,0.0,0.0,0.0,0.0
Boogie Knight,WR,12,44,587,13.34,3,48.92,0.0,0.0,0.0,0.0,0.0
Booker Chambers,WR,11,46,576,12.52,4,52.36,0.0,0.0,0.0,0.0,0.0
Brad Harris,WR,12,26,448,17.23,2,37.33,0.0,0.0,0.0,0.0,0.0
Bradley Marquez,WR,25,114,1454,12.75,16,58.16,0.0,0.0,0.0,0.0,0.0
Bradley Miller,TE,12,24,311,12.96,0,25.92,0.0,0.0,0.0,0.0,0.0
Bradley Rozner,WR,25,99,1646,16.63,15,65.84,0.0,0.0,0.0,0.0,0.0
Bralon Addison,WR,26,124,1694,13.66,17,65.15,0.0,0.0,0.0,0.0,0.0
Branden Mack,WR,26,103,1505,14.61,12,57.88,0.0,0.0,0.0,0.0,0.0
Brandin Cooks,WR,13,128,1730,13.52,16,133.08,0.0,0.0,0.0,0.0,0.0
Brandon  Porter,WR,11,37,601,16.24,6,54.64,0.0,0.0,0.0,0.0,0.0
Brandon Acker,WR,11,32,687,21.47,7,62.45,0.0,0.0,0.0,0.0,0.0
Brandon Aiyuk,WR,12,65,1192,18.34,8,99.33,0.0,0.0,0.0,0.0,0.0
Brandon Arconado,WR,11,78,1109,14.22,7,100.82,0.0,0.0,0.0,0.0,0.0
Brandon Bowling,WR,25,95,1342,14.13,17,53.68,0.0,0.0,0.0,0.0,0.0
Brandon Braxton,WR,14,39,361,9.26,2,25.79,0.0,0.0,0.0,0.0,0.0
Brandon Carter,WR,11,31,370,11.94,0,33.64,0.0,0.0,0.0,0.0,0.0
Brandon Coleman,WR,13,34,538,15.82,4,41.38,0.0,0.0,0.0,0.0,0.0
Brandon Cox,WR,12,43,816,18.98,6,68.0,0.0,0.0,0.0,0.0,0.0
Brandon Felder,WR,11,28,312,11.14,3,28.36,0.0,0.0,0.0,0.0,0.0
Brandon Flanagan,WR,11,42,368,8.76,2,33.45,0.0,0.0,0.0,0.0,0.0
Brandon Hall,TE,11,29,489,16.86,1,44.45,0.0,0.0,0.0,0.0,0.0
Brandon Hubert,WR,14,36,423,11.75,4,30.21,0.0,0.0,0.0,0.0,0.0
Brandon Johnson,WR,13,38,565,14.87,11,43.46,0.0,0.0,0.0,0.0,0.0
Brandon Kensey,WR,11,20,283,14.15,4,25.73,0.0,0.0,0.0,0.0,0.0
Brandon Lewis,WR,13,20,600,30.0,3,46.15,0.0,0.0,0.0,0.0,0.0
Brandon Norwood,WR,23,85,1016,11.95,4,44.17,0.0,0.0,0.0,0.0,0.0
Brandon Polk,WR,16,74,1179,15.93,11,73.69,0.0,0.0,0.0,0.0,0.0
Brandon Porter,WR,12,85,1198,14.09,10,99.83,0.0,0.0,0.0,0.0,0.0
