Player,Position,Games Played,Solo Tackles,Asst Tackles,Total Tackles,Tackles Per Game,Solo Sack,Asst Sack,Sack Yds,Total Sacks,Sacks Per Game,Forced Fumbles,Forced Fumbles Per Game,Fumbles Recovered,Passes Defended,Int,Int Ret Yds,Int Ret TDs,Yds Per Int
Jose Ramirez,DL,25,72,57,129,5.16,18.0,1.0,118.0,18.5,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseph Gigantino,LB,11,40,35,75,6.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseph Ossai,LB,22,88,57,145,6.59,10.0,0.0,70.0,10.0,0.45,3.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0
Joseph Peterson,LB,22,132,81,213,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseph Stuckey,LB,11,37,36,73,6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Joseph Thomas,LB,13,84,33,117,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseph Uhatafe,LB,11,33,48,81,7.36,3.0,0.0,18.0,3.0,0.33,3.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0
Josey Jewell,LB,39,189,197,386,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,63.0,1.0,15.75
Josh  Norwood,DB,12,49,15,64,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Allen,LB,26,87,66,153,5.88,23.0,2.0,155.0,24.0,0.92,9.0,0.35,2.0,0.0,0.0,0.0,0.0,0.0
Josh Bamrick,LB,11,32,44,76,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Banderas,LB,13,40,53,93,7.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Burton,DB,12,50,38,88,7.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,6.67
Josh Buss,LB,33,125,125,250,7.58,9.0,4.0,97.0,11.0,0.5,3.0,0.27,2.0,0.0,0.0,0.0,0.0,0.0
Josh Caldwell,DB,11,36,16,52,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Carr,LB,12,32,23,55,4.58,4.0,4.0,32.0,6.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Celerin,DB,12,38,34,72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Josh Chandler-Semedo,LB,44,202,144,346,7.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Cox,DB,13,55,32,87,6.69,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,9.0,164.0,1.0,18.22
Josh DeBerry,CB,10,38,15,53,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-7.0,0.0,-3.5
Josh Dooley,LB,12,40,47,87,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Dulaney,LB,11,35,41,76,6.91,4.0,1.0,23.0,4.5,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Ferguson,LB,10,25,21,46,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Forrest,LB,24,102,101,203,8.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Gavert,LB,13,54,35,89,6.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Harvey-Clemons,DB,11,38,27,65,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,2.33
Josh Hayes,S,13,48,23,71,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Hill,LB,9,39,30,69,7.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Jones,DB,13,62,47,109,8.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,71.0,0.0,10.14
Josh Kariya,LB,12,40,47,87,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Knapp,DB,11,52,30,82,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Kristoff,DB,13,35,36,71,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Metellus,DB,13,41,33,74,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,104.0,1.0,34.67
Josh Norwood,DB,10,37,27,64,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Pearcy,LB,12,24,34,58,4.83,6.0,1.0,48.0,6.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Josh Poplar,LB,22,80,126,206,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Josh Reliford,DB,22,84,70,154,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,24.0,0.0,12.0
Josh Ross,LB,33,102,119,221,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Smith,LB,12,35,26,61,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Thomas,DB,14,50,22,72,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,0.0,7.0
Josh Turner,DB,5,16,9,25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,22.0
Josh Wallace,CB,11,32,21,53,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Josh Watson,LB,25,121,119,240,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Josh Woods,DB,10,45,17,62,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Josh Wynn,DB,36,124,127,251,6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,4.75
Joshua Kalu,DB,9,34,13,47,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,73.0,1.0,14.6
Joshua Moon,DB,12,41,30,71,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Perry,LB,28,126,103,229,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Reed,LB,11,50,37,87,7.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Rudolph,LB,11,36,37,73,6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Thorne,LB,34,153,153,306,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josiah Coatney,DL,24,47,81,128,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josiah Silver,DE,11,42,38,80,7.27,19.0,4.0,121.0,21.0,0.88,6.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0
Josiah Tauaefa,LB,25,112,116,228,9.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jourdan Quibodeaux,LB,13,29,78,107,8.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jourdan Wickliffe,DB,23,96,63,159,6.91,0.0,0.0,0.0,0.0,0.0,4.0,0.29,0.0,5.0,12.0,142.0,0.0,11.83
Jourdon Grandon,DB,13,54,19,73,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jovan Santos-Knox,LB,24,97,177,274,11.42,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Jovante Moffatt,DB,25,135,64,199,7.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,10.0
Jovon Burris,DB,12,50,34,84,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Jowon Briggs,DL,13,17,44,61,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jrdn Williams,LB,12,42,47,89,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan DelaCruz,LB,11,40,48,88,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0
Juan Hailey,DB,11,43,23,66,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Jackson,DB,23,121,52,173,7.52,0.0,0.0,0.0,0.0,0.0,5.0,0.45,2.0,0.0,3.0,58.0,1.0,19.33
Juan Thornhill,DB,25,109,52,161,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,177.0,0.0,13.62
Juantarius Bryant,DB,15,60,47,107,7.13,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Juanyeh Thomas,DB,34,120,80,200,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juilan Jackson,LB,12,30,35,65,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juju Hughes,DB,40,141,88,229,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,65.0,0.0,16.25
Julian Cox,LB,11,57,37,94,8.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Julian Gener,LB,11,62,33,95,8.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Love,DB,26,94,37,131,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,3.0,153.0,2.0,51.0
Julian Marcantel,LB,22,83,103,186,8.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,3.0
Julius Childs,DB,10,50,19,69,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julius Moore,DB,11,34,41,75,6.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,67.0,0.0,16.75
Julius Wood,S,13,38,49,87,6.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Colson,LB,14,42,59,101,7.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Gafa,LB,10,34,27,61,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Joseph,LB,25,95,89,184,7.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Junior McMullen,LB,9,26,31,57,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Junior Sylvestre,DB,12,64,54,118,9.83,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Junior Sylvestre,LB,13,58,42,100,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Tufuga,LB,11,45,30,75,6.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jurriente Davis,LB,12,32,36,68,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Justice Davila,DB,21,66,70,136,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justice Galloway-Velazquez,LB,11,38,73,111,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Justice Seales,DB,9,24,38,62,6.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Anderson,LB,13,77,54,131,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Barron,DB,13,40,24,64,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Benvie,LB,11,33,37,70,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Blake,DB,12,59,45,104,8.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,197.0,0.0,49.25
Justin Broiles,DB,13,35,36,71,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Justin Cherocci,LB,25,106,132,238,9.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Clifton,DB,25,84,60,144,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0
Justin Cooper,DB,22,127,69,196,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Cooper,SLB,13,50,31,81,6.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Currie,DB,25,130,88,218,8.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1.67
Justin Dixon,LB,12,62,60,122,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Justin Fonteneaux,LB,21,98,79,177,8.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,6.5
Justin Grant,DB,12,43,37,80,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1.67
Justin Heard,LB,9,60,35,95,10.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Hilliard,LB,6,20,13,33,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Justin Hogan,LB,11,47,47,94,8.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Justin Hollins,DL,13,38,26,64,4.92,6.0,1.0,51.0,6.5,0.5,5.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0
Justin Horton,LB,10,36,34,70,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Hughes,LB,19,68,33,101,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Johnson,LB,27,86,125,211,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Lawler,DL,13,42,32,74,5.69,8.0,3.0,67.0,9.5,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Layne,DB,12,44,28,72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
Justin March,LB,12,40,40,80,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,1.0,11.33
Justin McIntire,LB,10,27,42,69,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Justin Middleton,LB,13,33,34,67,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Owens,LB,11,45,55,100,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Phillips,LB,26,113,49,162,6.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Justin Reid,DB,14,52,47,99,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.2
Justin Rice,LB,37,184,129,313,8.46,7.0,0.0,70.0,7.0,0.64,4.0,0.33,2.0,0.0,3.0,54.0,0.0,18.0
Justin Rogers,DB,12,51,22,73,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Justin Rubin,LB,21,67,95,162,7.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Sagote,LB,13,60,46,106,8.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Shade,LB,13,67,62,129,9.92,9.0,1.0,70.0,9.5,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Strnad,LB,13,63,42,105,8.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,44.0,0.0,14.67
Justin Strong,DB,10,42,26,68,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,86.0,1.0,28.67
Justin Swift,LB,26,108,100,208,8.0,13.0,5.0,96.0,15.5,0.67,4.0,0.31,3.0,0.0,4.0,121.0,1.0,30.25
Justin Tranquill,DB,26,102,63,165,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Whiteside,LB,12,34,33,67,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Wright,LB,33,132,114,246,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Justus Rogers,LB,26,75,68,143,5.5,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Juwan Foggie,LB,24,78,64,142,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,186.0,2.0,31.0
Juwan Mitchell,LB,10,32,30,62,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Juwan Taylor,DB,24,107,65,172,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juwan Wells,DL,11,38,41,79,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K'Vaughan Pope,LB,9,28,34,62,6.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K'Von Wallace,DB,15,48,23,71,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.J. Britt,LB,13,37,32,69,5.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.J. Gray,DB,10,33,25,58,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KC Ossai,LB,13,24,38,62,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KD Davis,LB,48,196,226,422,8.79,4.0,3.0,36.0,5.5,0.42,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
KJ Martin,DB,11,30,23,53,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KJ Robertson,LB,23,54,71,125,5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kadeem Wise,DB,12,51,24,75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaden Elliss,LB,12,58,22,80,6.67,12.0,2.0,97.0,13.0,0.57,0.0,0.0,2.0,0.0,5.0,56.0,1.0,11.2
Kahani Smith,DB,12,51,29,80,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Kahlef Hailassie,DB,12,44,21,65,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kahlil Robinson,DB,13,41,28,69,5.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,89.0,0.0,12.71
Kaiden Smith,DB,12,48,29,77,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kailik Williams,DB,12,47,55,102,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Kaleb Culp,DB,27,132,62,194,7.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalen DeLoach,LB,25,71,63,134,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalen Hicks,DB,14,53,23,76,5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kam Arnold,LB,24,71,65,136,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kam Jones,LB,11,41,27,68,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kam Pedescleaux,S,13,44,30,74,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamal Martin,LB,12,34,25,59,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Kamari Cotton-Moya,DB,11,39,21,60,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,54.0,1.0,18.0
Kamdan Hightower,DB,10,27,37,64,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,1.0,58.0
Kameron Butler,DL,3,8,8,16,5.33,14.0,4.0,90.0,16.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kameron Kelly,DB,13,54,14,68,5.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,91.0,0.0,11.38
Kameryon Brown,LB,24,63,92,155,6.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamren Curl,DB,22,73,56,129,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,22.0,0.0,11.0
Kamren Kinchens,DB,12,34,25,59,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,99.0,1.0,16.5
Kamrin Moore,DB,10,29,21,50,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamron Johnson,DB,12,49,32,81,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,178.0,1.0,22.25
Kamu Grugier-Hill,LB,22,92,75,167,7.59,6.0,1.0,42.0,6.5,0.65,0.0,0.0,5.0,0.0,3.0,9.0,0.0,3.0
Kana'i Mauga,LB,31,102,90,192,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kareem Martin,DL,13,46,36,82,6.31,10.0,3.0,85.0,11.5,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kareem Taylor,LB,11,59,46,105,9.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Karene Reid,LB,14,34,38,72,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karl Joseph,DB,25,118,42,160,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karl Mickelson,LB,27,135,57,192,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karter Schult,DL,11,50,24,74,6.73,29.0,4.0,177.0,31.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kash Daniel,LB,25,79,63,142,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasun Jackett,LB,11,53,38,91,8.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Katrell Moss,LB,22,100,120,220,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaulana Apelu,LB,10,36,29,65,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kavian Gaither,LB,9,41,38,79,8.78,3.0,0.0,23.0,3.0,0.33,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Kavika Fonua,DB,13,46,37,83,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kavika Luafatasaga,LB,13,39,43,82,6.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kavon Frazier,DB,25,110,65,175,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,10.0
Kawe Johnson,DB,12,34,51,85,7.08,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,2.0,25.0,0.0,12.5
Kayon Whitaker,DL,10,34,31,65,6.5,23.0,8.0,148.0,27.0,0.75,3.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0
Kayvon Thibodeaux,DE,7,23,15,38,5.43,10.0,0.0,78.0,10.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keandre Jones,LB,12,49,25,74,6.17,6.0,2.0,52.0,7.0,0.58,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
