Player,Position,Games Played,Solo Tackles,Asst Tackles,Total Tackles,Tackles Per Game,Solo Sack,Asst Sack,Sack Yds,Total Sacks,Sacks Per Game,Forced Fumbles,Forced Fumbles Per Game,Fumbles Recovered,Passes Defended,Int,Int Ret Yds,Int Ret TDs,Yds Per Int
Christian Carpenter,DB,14,56,42,98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,74.0,1.0,18.5
Christian Dixon,LB,23,84,66,150,6.52,7.0,3.0,58.0,8.5,0.37,4.0,0.36,2.0,0.0,0.0,0.0,0.0,0.0
Christian Dorsey,LB,22,85,111,196,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Christian Dunn,LB,11,37,37,74,6.73,6.0,1.0,39.0,6.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Elliss,LB,22,94,91,185,8.41,3.0,3.0,36.0,4.5,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Harris,LB,15,45,34,79,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Henry,LB,13,49,30,79,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Hoffman,LB,11,31,51,82,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Holland,LB,11,44,57,101,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Christian Izien,DB,46,181,123,304,6.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,9.0,0.0,2.25
Christian Jegen,WR,15,53,55,108,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,92.0,0.0,23.0
Christian Kirksey,LB,13,47,57,104,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Kuntz,LB,11,32,42,74,6.73,27.0,7.0,213.0,30.5,0.9,3.0,0.27,0.0,0.0,4.0,61.0,2.0,15.25
Christian LaCouture,DL,13,10,56,66,5.08,5.0,2.0,32.0,6.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian McFarland,DB,11,51,24,75,6.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Christian Morgan,DB,8,39,15,54,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Christian Ricard,LB,23,118,65,183,7.96,8.0,2.0,60.0,9.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Roland-Wallace,DB,17,61,23,84,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Rozeboom,LB,53,241,235,476,8.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Christian Sam,LB,25,156,68,224,8.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Spears,DB,12,43,49,92,7.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0,19.0
Christian Tago,LB,43,222,162,384,8.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Young,DB,24,75,69,144,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christon Gill,DB,24,100,112,212,8.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Christophe Mulumba,LB,13,32,86,118,9.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christophe Mulumba Tshimanga,LB,21,77,115,192,9.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher Beaschler,LB,11,56,32,88,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chuck Clark,DB,13,65,42,107,8.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chuck Flowers,DB,11,42,30,72,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chuck Harris,DL,12,44,29,73,6.08,5.0,3.0,36.0,6.5,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chuck Obi,LB,12,23,53,76,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.5
Chuck Wade,DB,13,33,30,63,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chucky Williams,DB,13,49,31,80,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,138.0,0.0,15.33
Clarence Bumpas,LB,11,42,66,108,9.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clark Phillips,DB,5,22,3,25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,36.0,1.0,36.0
Claudin Cherelus,LB,21,80,58,138,6.57,5.0,1.0,32.0,5.5,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clay Johnston,LB,12,64,35,99,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clayborne Fields III,S,11,33,40,73,6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,166.0,1.0,23.71
Clayton Coll,LB,25,100,118,218,8.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clayton Ewell,DB,11,38,23,61,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60.0,0.0,10.0
Clayton Fejedelem,DB,12,74,66,140,11.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clayton Geathers,DB,26,122,75,197,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clayton Glasco,LB,9,40,46,86,9.56,3.0,2.0,20.0,4.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clayton Isbell,DB,9,37,25,62,6.89,0.0,0.0,0.0,0.0,0.0,1.0,0.25,3.0,0.0,3.0,52.0,1.0,17.33
Clifford Chattman,S,14,45,27,72,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,78.0,0.0,15.6
Clint Barnard,LB,10,22,45,67,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coco Azema,DB,11,47,25,72,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Acker,LB,25,135,75,210,8.4,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Cody Barton,LB,14,68,48,116,8.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Cody Crider,LB,12,45,45,90,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Fletcher,LB,13,45,30,75,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Fulleton,DL,10,21,34,55,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Cody Lindenberg,LB,13,46,25,71,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody McCarthy,LB,15,44,71,115,7.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Moncure,DB,7,37,16,53,7.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Moncure,LB,30,121,128,249,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Cody Moon,LB,12,42,63,105,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Peterson,LB,13,94,48,142,10.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Poock,LB,12,56,43,99,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Prewitt,DB,13,50,21,71,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,150.0,1.0,16.67
Cody Sorensen,DB,22,86,83,169,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Sorenson,DB,12,46,32,78,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coi Miller,DB,11,48,36,84,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,55.0,0.0,13.75
Colby Campbell,LB,22,122,118,240,10.91,8.0,2.0,56.0,9.0,0.75,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Colby Duncan,LB,32,150,113,263,8.22,0.0,0.0,0.0,0.0,0.0,4.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0
Colby Gore,DB,10,40,12,52,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colby Miller,LB,9,33,19,52,5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colby Wooden,DL,13,34,27,61,4.69,6.0,0.0,48.0,6.0,0.5,3.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0
Cole Bishop,S,14,47,36,83,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Champion,DB,10,49,29,78,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,7.67
Cole Christiansen,LB,38,153,120,273,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Coleman,DB,22,83,72,155,7.05,0.0,0.0,0.0,0.0,0.0,3.0,0.27,3.0,0.0,0.0,0.0,0.0,0.0
Cole Farrand,LB,24,109,93,202,8.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Cole Fisher,LB,14,60,56,116,8.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Godbout,DT,18,52,48,100,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Holcomb,LB,35,162,151,313,8.94,0.0,0.0,0.0,0.0,0.0,4.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0
Cole Mashburn,LB,10,26,20,46,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole McCubrey,LB,16,66,50,116,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Moore,LB,12,38,29,67,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,4.5
Cole Pearce,LB,12,48,37,85,7.08,4.0,2.0,33.0,5.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Reyes,DB,20,94,47,141,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,57.0,1.0,19.0
Cole Williams,LB,11,39,43,82,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colin Bohanek,LB,22,78,85,163,7.41,4.0,1.0,38.0,4.5,0.41,0.0,0.0,0.0,0.0,2.0,21.0,0.0,10.5
Colin Monnier,LB,11,41,64,105,9.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,65.0,1.0,32.5
Colin Ramos,LB,12,34,45,79,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colin Schooler,LB,59,315,166,481,8.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Collin Ellis,LB,12,40,38,78,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,96.0,2.0,32.0
Collin Garrett,LB,22,81,107,188,8.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,-1.0
Collin Miller,LB,12,36,31,67,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collin Scott,LB,26,65,87,152,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collin Turner,DB,11,42,30,72,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colt Briggs,DL,11,33,47,80,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Colten Heagle,DB,15,45,40,85,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colton Adams,LB,11,46,82,128,11.64,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Colton Caslow,LB,29,152,79,231,7.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colton Clemons,LB,12,41,49,90,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Colton Manning,DB,12,39,46,85,7.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colton Moskal,LB,19,77,72,149,7.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colton Underwood,DL,11,33,33,66,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conner Mortensen,LB,15,60,44,104,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Airey,LB,12,47,29,76,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Healy,LB,13,44,46,90,6.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor McNamara,DL,12,48,25,73,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Reid,DB,22,82,67,149,6.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,0.0,12.0
Connor Strachan,LB,12,47,44,91,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
Connor Strahm,LB,9,42,46,88,9.78,0.0,0.0,0.0,0.0,0.0,3.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0
Connor Taylor,LB,13,40,35,75,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Underwood,LB,12,30,46,76,6.33,17.0,7.0,115.0,20.5,0.79,4.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0
Connor Willis,LB,11,37,37,74,6.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conrad Johnson,LB,12,15,52,67,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cooper DeJean,DB,13,56,19,75,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,91.0,3.0,18.2
Cooper Edmiston,LB,36,149,176,325,9.03,0.0,0.0,0.0,0.0,0.0,3.0,0.25,5.0,0.0,4.0,34.0,0.0,8.5
Cooper Krezek,DB,22,114,67,181,8.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Corbin Kaufusi,DL,24,74,49,123,5.12,14.0,1.0,93.0,14.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cordero Smith,DB,10,31,32,63,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Abraham,DB,12,61,18,79,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Addison,DB,11,36,28,64,5.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Bell,LB,13,48,28,76,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Cooper,DB,13,52,39,91,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Flagg,LB,23,69,47,116,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Corey Glass,LB,23,78,76,154,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Corey Horne,LB,11,49,41,90,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Mitchell,LB,11,45,71,116,10.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Parker,DB,23,85,74,159,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,3.0,76.0,0.0,25.33
Corey Turner,DB,25,90,57,147,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cornel Jones,LB,13,43,26,69,5.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corrion Ballard,DB,14,48,22,70,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cortez Sisco,DB,9,26,27,53,5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cortez Sisco,LB,12,49,65,114,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corvan Taylor,DB,18,44,49,93,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,103.0,0.0,20.6
Corvin Moment,LB,31,101,84,185,5.97,6.0,1.0,43.0,6.5,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cory Gross Jr.,DB,19,57,53,110,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cory Magwood,LB,33,172,155,327,9.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cory McCoy,S,13,30,38,68,5.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Cory Scott,DB,11,46,14,60,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cory Trice,DB,6,27,4,31,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.0,1.0,16.33
Cory Webber,DB,12,33,49,82,6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Cory White,DB,11,46,20,66,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Courtland Carson,LB,12,58,49,107,8.92,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Courtney Hall,DB,12,44,31,75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Courtney Love,LB,13,34,58,92,7.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Cqulin Hubert,LB,14,50,40,90,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Bills,DB,12,49,30,79,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Craig James,DB,11,43,20,63,5.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,43.0,1.0,14.33
Craig Loston,DB,10,35,22,57,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,12.67
Craig Slocum,S,14,38,64,102,7.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Suits,LB,24,83,70,153,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Woodson,S,12,53,22,75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Young,S,13,42,18,60,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristian Williams,DB,20,55,50,105,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Curtis Akins,LB,25,122,66,188,7.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curtis Bolton,LB,14,58,81,139,9.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Curtis Jacobs,LB,12,39,22,61,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Curtis Robinson,LB,18,68,40,108,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cyrus Coen,LB,11,37,23,60,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D'Angelo Ross,DB,12,36,21,57,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D'Eryk Jackson,LB,13,27,40,67,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D'Juan Hines,LB,12,57,53,110,9.17,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
D'Marco Jackson,LB,26,94,115,209,8.04,6.0,0.0,38.0,6.0,0.43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
D'Nerius Antoine,DB,14,75,28,103,7.36,0.0,0.0,0.0,0.0,0.0,4.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0
D'Shawn Dexter,DB,11,49,27,76,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
D'Vonte Grant,LB,23,104,83,187,8.13,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,6.0,138.0,1.0,23.0
D.J. Davidson,DL,16,30,46,76,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.J. Green,LB,12,36,29,65,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,1.0,21.0
D.J. Key,DB,11,52,25,77,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.J. Lynch,LB,14,42,43,85,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.J. Miller,DB,12,42,21,63,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.J. Monroe,CB,10,49,15,64,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,9.0,0.0,4.5
D.J. Morgan,DB,10,20,29,49,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
D.J. Myers,DB,11,35,36,71,6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.J. Palmore,LB,13,45,30,75,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
D.J. Stewart,DB,22,97,68,165,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.J. Welter,LB,13,25,55,80,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Calhoun,LB,13,65,34,99,7.62,5.0,1.0,39.0,5.5,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Daniels,DB,12,51,21,72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
DJ Exilhomme,DB,11,46,28,74,6.73,0.0,0.0,0.0,0.0,0.0,4.0,0.36,6.0,0.0,0.0,0.0,0.0,0.0
DJ Gordon IV,LB,11,39,27,66,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Lundy,LB,12,32,37,69,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Sanders,LB,13,48,40,88,6.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Sargenti,LB,13,71,39,110,8.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Schramm,LB,14,52,58,110,7.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Taylor,LB,13,39,40,79,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Williams,DB,13,52,20,72,5.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,31.0,0.0,7.75
DQ Thomas,DB,13,48,28,76,5.85,5.0,1.0,31.0,5.5,0.42,0.0,0.0,0.0,0.0,3.0,55.0,1.0,18.33
